Date,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
12/6/2010 04:00:00,4,,,,9,-16,28,1033,0,NW,147.93,0,0
12/6/2010 05:00:00,4,,,,9,-16,28,1033,0,NW,159.11,0,0
12/6/2010 06:00:00,4,,,,17,-15,31,1032,0,NW,168.05,0,0
12/6/2010 07:00:00,4,,,,15,-16,30,1033,-1,NW,177.88,0,0
12/6/2010 08:00:00,4,,,,15,-16,30,1034,-1,NW,186.82,0,0
12/6/2010 09:00:00,4,,,,19,-18,24,1035,0,NW,193.97,0,0
12/6/2010 10:00:00,4,,,,15,-18,22,1035,1,NW,203.8,0,0
12/6/2010 11:00:00,4,,,,15,-18,21,1034,2,NW,212.74,0,0
12/6/2010 12:00:00,4,,,,13,-19,18,1033,3,NW,222.57,0,0
12/6/2010 13:00:00,4,,,,16,-21,14,1031,4,NW,231.51,0,0
12/6/2010 14:00:00,4,,,,14,-20,15,1031,4,NW,240.45,0,0
12/6/2010 15:00:00,4,,,,13,-20,15,1030,4,NW,247.6,0,0
12/6/2010 16:00:00,4,,,,12,-21,14,1029,4,NW,255.65,0,0
12/6/2010 17:00:00,4,,,,16,-20,15,1029,4,NW,260.57,0,0
12/6/2010 18:00:00,4,,,,20,-21,15,1029,3,NW,264.59,0,0
12/6/2010 19:00:00,4,,,,32,-20,15,1028,4,SE,4.02,0,0
12/6/2010 20:00:00,4,,,,40,-19,18,1028,3,SE,8.04,0,0
12/6/2010 21:00:00,4,,,,46,-18,21,1027,2,SE,9.83,0,0
12/6/2010 22:00:00,4,,,,44,-16,26,1027,1,SE,12.96,0,0
12/6/2010 23:00:00,4,,,,61,-17,24,1026,1,SE,14.75,0,0
12/7/2010 00:00:00,4,,,,53,-17,22,1025,2,SE,17.88,0,0
12/7/2010 01:00:00,4,,,,45,-13,42,1025,-2,cv,0.89,0,0
12/7/2010 02:00:00,4,,,,43,-18,22,1024,1,NW,3.13,0,0
12/7/2010 03:00:00,4,,,,43,-18,22,1023,1,SE,3.13,0,0
12/7/2010 04:00:00,4,,,,46,-18,22,1022,1,SE,6.26,0,0
12/7/2010 05:00:00,4,,,,76,-19,19,1021,2,NW,1.79,0,0
12/7/2010 06:00:00,4,,,,94,-13,45,1021,-3,SE,1.79,0,0
12/7/2010 07:00:00,4,,,,127,-11,53,1020,-3,SE,3.58,0,0
12/7/2010 08:00:00,4,,,,68,-11,53,1020,-3,SE,4.47,0,0
12/7/2010 09:00:00,4,,,,74,-14,29,1019,2,SE,7.6,0,0
12/7/2010 10:00:00,4,,,,27,-18,17,1019,5,NW,4.02,0,0
12/7/2010 11:00:00,4,,,,23,-17,17,1018,6,SE,1.79,0,0
12/7/2010 12:00:00,4,,,,83,-20,12,1016,7,NW,4.02,0,0
12/7/2010 13:00:00,4,,,,41,-19,13,1014,7,SE,4.02,0,0
12/7/2010 14:00:00,4,,,,50,-17,16,1013,7,SE,8.04,0,0
12/7/2010 15:00:00,4,,,,46,-17,17,1013,6,SE,12.96,0,0
12/7/2010 16:00:00,4,,,,53,-17,17,1012,6,SE,17.88,0,0
12/7/2010 17:00:00,4,,,,41,-16,21,1012,4,SE,21.9,0,0
12/7/2010 18:00:00,4,,,,50,-16,21,1012,4,SE,26.82,0,0
12/7/2010 19:00:00,4,,,,49,-16,21,1012,4,SE,30.84,0,0
12/7/2010 20:00:00,4,,,,56,-17,18,1012,5,SE,35.76,0,0
12/7/2010 21:00:00,4,,,,52,-16,20,1012,5,SE,40.68,0,0
12/7/2010 22:00:00,4,,,,67,-14,31,1012,1,NE,0.89,0,0
12/7/2010 23:00:00,4,,,,93,-12,49,1012,-3,NW,1.79,0,0
12/8/2010 00:00:00,4,,,,100,-11,46,1012,-1,SE,0.89,0,0
12/8/2010 01:00:00,4,,,,73,-11,46,1012,-1,cv,0.45,0,0
12/8/2010 02:00:00,4,,,,46,-10,46,1013,0,NW,3.13,0,0
12/8/2010 03:00:00,4,,,,40,-11,43,1013,0,NW,4.92,0,0
12/8/2010 04:00:00,4,,,,62,-8,47,1014,2,NW,9.84,0,0
12/8/2010 05:00:00,4,,,,29,-10,40,1014,2,NW,13.86,0,0
12/8/2010 06:00:00,4,,,,28,-12,34,1015,2,NW,21.01,0,0
12/8/2010 07:00:00,4,,,,19,-10,46,1016,0,NE,1.79,0,0
12/8/2010 08:00:00,4,,,,26,-9,58,1017,-2,NE,3.58,0,0
12/8/2010 09:00:00,4,,,,38,-10,40,1017,2,NW,1.79,0,0
12/8/2010 10:00:00,4,,,,36,-12,27,1017,5,NW,3.58,0,0
12/8/2010 11:00:00,4,,,,27,-12,26,1017,6,NW,6.71,0,0
12/8/2010 12:00:00,4,,,,21,-12,26,1016,6,NW,11.63,0,0
12/8/2010 13:00:00,4,,,,16,-12,24,1015,7,cv,1.79,0,0
12/8/2010 14:00:00,4,,,,13,-12,24,1015,7,NW,3.13,0,0
12/8/2010 15:00:00,4,,,,9,-13,20,1015,8,NW,6.26,0,0
12/8/2010 16:00:00,4,,,,18,-15,19,1015,7,NW,11.18,0,0
12/8/2010 17:00:00,4,,,,13,-16,18,1016,6,NW,16.1,0,0
12/8/2010 18:00:00,4,,,,20,-15,21,1016,5,NW,20.12,0,0
12/8/2010 19:00:00,4,,,,29,-16,21,1016,4,NW,21.91,0,0
12/8/2010 20:00:00,4,,,,61,-15,29,1017,1,NW,23.7,0,0
12/8/2010 21:00:00,4,,,,52,-14,31,1017,1,cv,0.89,0,0
12/8/2010 22:00:00,4,,,,77,-9,58,1017,-2,SE,1.79,0,0
12/8/2010 23:00:00,4,,,,116,-10,50,1016,-1,SE,2.68,0,0
12/9/2010 00:00:00,4,,,,126,-10,54,1016,-2,SE,4.47,0,0
12/9/2010 01:00:00,4,,,,132,-10,54,1016,-2,cv,0.89,0,0
12/9/2010 02:00:00,4,,,,151,-9,58,1015,-2,SE,1.79,0,0
12/9/2010 03:00:00,4,,,,158,-8,68,1015,-3,SE,2.68,0,0
12/9/2010 04:00:00,4,,,,152,-8,63,1014,-2,SE,5.81,0,0
12/9/2010 05:00:00,4,,,,154,-8,68,1014,-3,SE,6.7,0,0
12/9/2010 06:00:00,4,,,,155,-8,68,1014,-3,cv,0.89,0,0
12/9/2010 07:00:00,4,,,,185,-8,68,1014,-3,SE,1.79,0,0
12/9/2010 08:00:00,4,,,,146,-8,68,1014,-3,SE,3.58,0,0
12/9/2010 09:00:00,4,,,,159,-7,63,1014,-1,cv,0.89,0,0
12/9/2010 10:00:00,4,,,,212,-8,54,1014,0,cv,1.78,0,0
12/9/2010 11:00:00,4,,,,209,-7,51,1012,2,SE,1.79,0,0
12/9/2010 12:00:00,4,,,,215,-7,47,1011,3,SE,3.58,0,0
12/9/2010 13:00:00,4,,,,211,-7,44,1009,4,SE,5.37,0,0
12/9/2010 14:00:00,4,,,,218,-8,38,1008,5,cv,0.89,0,0
12/9/2010 15:00:00,4,,,,220,-8,38,1007,5,SE,3.13,0,0
12/9/2010 16:00:00,4,,,,238,-9,38,1007,4,SE,4.92,0,0
12/9/2010 17:00:00,4,,,,243,-8,47,1006,2,cv,0.45,0,0
12/9/2010 18:00:00,4,,,,257,-8,54,1007,0,NW,3.13,0,0
12/9/2010 19:00:00,4,,,,257,-8,50,1006,1,cv,0.89,0,0
12/9/2010 20:00:00,4,,,,254,-8,47,1007,2,NW,3.13,0,0
12/9/2010 21:00:00,4,,,,246,-7,55,1006,1,NW,4.92,0,0
12/9/2010 22:00:00,4,,,,241,-7,59,1005,0,NW,6.71,0,0
12/9/2010 23:00:00,4,,,,230,-7,59,1005,0,NW,8.5,0,0
12/10/2010 00:00:00,4,,,,218,-7,68,1004,-2,NW,10.29,0,0
12/10/2010 01:00:00,4,,,,215,-7,68,1003,-2,NW,12.08,0,0
12/10/2010 02:00:00,4,,,,212,-7,68,1003,-2,NW,15.21,0,0
12/10/2010 03:00:00,4,,,,231,-6,68,1003,-1,NW,18.34,0,0
12/10/2010 04:00:00,4,,,,237,-7,73,1002,-3,NW,21.47,0,0
12/10/2010 05:00:00,4,,,,230,-7,63,1002,-1,NW,23.26,0,0
12/10/2010 06:00:00,4,,,,231,-7,68,1002,-2,NW,25.05,0,0
12/10/2010 07:00:00,4,,,,221,-7,73,1002,-3,cv,0.89,0,0
12/10/2010 08:00:00,4,,,,180,-6,55,1002,2,SE,5.81,0,0
12/10/2010 09:00:00,4,,,,38,-8,33,1003,7,NW,12.07,0,0
12/10/2010 10:00:00,4,,,,29,-9,30,1005,7,NW,23.25,0,0
12/10/2010 11:00:00,4,,,,35,-11,28,1007,6,NW,38.45,0,0
12/10/2010 12:00:00,4,,,,28,-12,26,1006,6,NW,53.65,0,0
12/10/2010 13:00:00,4,,,,25,-15,19,1008,7,NW,66.61,0,0
12/10/2010 14:00:00,4,,,,25,-18,18,1011,4,NW,86.73,0,0
12/10/2010 15:00:00,4,,,,19,-18,18,1013,4,NW,103.72,0,0
12/10/2010 16:00:00,4,,,,18,-18,21,1014,2,NW,119.81,0,0
12/10/2010 17:00:00,4,,,,13,-19,20,1017,1,NW,131.88,0,0
12/10/2010 18:00:00,4,,,,10,-20,20,1019,0,NW,143.95,0,0
12/10/2010 19:00:00,4,,,,11,-18,26,1020,-1,NW,152.89,0,0
12/10/2010 20:00:00,4,,,,14,-19,24,1021,-1,NW,161.83,0,0
12/10/2010 21:00:00,4,,,,16,-18,28,1021,-2,NW,168.98,0,0
12/10/2010 22:00:00,4,,,,19,-18,30,1022,-3,NW,173.9,0,0
12/10/2010 23:00:00,4,,,,17,-17,33,1022,-3,NW,179.71,0,0
12/11/2010 00:00:00,4,,,,36,-18,32,1023,-4,NW,182.84,0,0
12/11/2010 01:00:00,4,,,,18,-18,30,1023,-3,NW,185.97,0,0
12/11/2010 02:00:00,4,,,,14,-18,35,1023,-5,cv,0.89,0,0
12/11/2010 03:00:00,4,,,,16,-18,35,1023,-5,NW,1.79,0,0
12/11/2010 04:00:00,4,,,,22,-17,41,1023,-6,NW,3.58,0,0
12/11/2010 05:00:00,4,,,,23,-16,61,1023,-10,NW,6.71,0,0
12/11/2010 06:00:00,4,,,,19,-16,45,1023,-6,NW,10.73,0,0
12/11/2010 07:00:00,4,,,,23,-16,45,1023,-6,NW,13.86,0,0
12/11/2010 08:00:00,4,,,,35,-15,48,1024,-6,SE,3.13,0,0
12/11/2010 09:00:00,4,,,,47,-13,45,1024,-3,SE,4.92,0,0
12/11/2010 10:00:00,4,,,,40,-15,33,1023,-1,SE,8.94,0,0
12/11/2010 11:00:00,4,,,,41,-17,24,1023,1,SE,16.09,0,0
12/11/2010 12:00:00,4,,,,36,-17,22,1021,2,SE,21.01,0,0
12/11/2010 13:00:00,4,,,,49,-17,22,1020,2,SE,25.93,0,0
12/11/2010 14:00:00,4,,,,47,-17,22,1019,2,SE,31.74,0,0
12/11/2010 15:00:00,4,,,,46,-17,22,1018,2,SE,37.55,0,0
12/11/2010 16:00:00,4,,,,34,-17,24,1018,1,SE,42.47,0,0
12/11/2010 17:00:00,4,,,,43,-15,33,1018,-1,SE,44.26,0,0
12/11/2010 18:00:00,4,,,,53,-15,36,1018,-2,SE,46.05,0,0
12/11/2010 19:00:00,4,,,,82,-15,39,1018,-3,SE,47.84,0,0
12/11/2010 20:00:00,4,,,,116,-14,42,1018,-3,SE,49.63,0,0
12/11/2010 21:00:00,4,,,,122,-13,45,1018,-3,SE,52.76,0,0
12/11/2010 22:00:00,4,,,,119,-12,53,1018,-4,SE,54.55,0,0
12/11/2010 23:00:00,4,,,,109,-11,58,1018,-4,cv,0.89,0,0
12/12/2010 00:00:00,4,,,,131,-11,62,1017,-5,SE,0.89,0,0
12/12/2010 01:00:00,4,,,,112,-10,67,1017,-5,cv,0.89,0,0
12/12/2010 02:00:00,4,,,,115,-11,62,1016,-5,cv,1.78,0,0
12/12/2010 03:00:00,4,,,,102,-11,62,1015,-5,SE,0.89,0,0
12/12/2010 04:00:00,4,,,,105,-11,62,1015,-5,NW,0.89,0,0
12/12/2010 05:00:00,4,,,,100,-12,67,1015,-7,NW,4.02,0,0
12/12/2010 06:00:00,4,,,,101,-11,67,1015,-6,NW,7.15,0,0
12/12/2010 07:00:00,4,,,,107,-11,73,1015,-7,NW,10.28,0,0
12/12/2010 08:00:00,4,,,,94,-10,67,1016,-5,NW,13.41,0,0
12/12/2010 09:00:00,4,,,,87,-10,58,1017,-3,NW,17.43,0,0
12/12/2010 10:00:00,4,,,,100,-10,50,1017,-1,NW,21.45,0,0
12/12/2010 11:00:00,4,,,,95,-12,39,1017,0,NW,25.47,0,0
12/12/2010 12:00:00,4,,,,101,-12,37,1016,1,NW,28.6,0,0
12/12/2010 13:00:00,4,,,,104,-11,37,1016,2,NW,31.73,0,0
12/12/2010 14:00:00,4,,,,118,-11,37,1016,2,NW,33.52,0,0
12/12/2010 15:00:00,4,,,,117,-11,37,1016,2,NE,1.79,0,0
12/12/2010 16:00:00,4,,,,113,-11,37,1018,2,NW,1.79,0,0
12/12/2010 17:00:00,4,,,,109,-11,40,1019,1,NE,0.89,0,0
12/12/2010 18:00:00,4,,,,122,-9,54,1020,-1,NW,1.79,0,0
12/12/2010 19:00:00,4,,,,139,-8,58,1021,-1,cv,0.45,0,0
12/12/2010 20:00:00,4,,,,140,-8,63,1022,-2,cv,1.34,0,0
12/12/2010 21:00:00,4,,,,179,-7,59,1023,0,cv,2.23,0,0
12/12/2010 22:00:00,4,,,,171,-6,68,1024,-1,NE,1.79,0,0
12/12/2010 23:00:00,4,,,,140,-13,36,1024,0,NE,5.81,0,0
12/13/2010 00:00:00,4,,,,15,-13,39,1025,-1,NE,12.96,0,0
12/13/2010 01:00:00,4,,,,11,-13,42,1025,-2,NE,21.01,0,0
12/13/2010 02:00:00,4,,,,8,-16,35,1027,-3,NE,28.16,0,0
12/13/2010 03:00:00,4,,,,6,-18,32,1028,-4,NE,36.21,0,0
12/13/2010 04:00:00,4,,,,7,-19,30,1028,-4,NE,43.36,0,0
12/13/2010 05:00:00,4,,,,10,-18,35,1028,-5,NE,50.51,0,0
12/13/2010 06:00:00,4,,,,16,-19,32,1029,-5,NE,57.66,0,0
12/13/2010 07:00:00,4,,,,13,-21,29,1030,-6,NE,63.47,0,0
12/13/2010 08:00:00,4,,,,19,-22,26,1030,-6,NE,69.28,0,0
12/13/2010 09:00:00,4,,,,19,-23,22,1031,-5,NE,75.09,0,0
12/13/2010 10:00:00,4,,,,18,-24,20,1031,-5,NE,82.24,0,0
12/13/2010 11:00:00,4,,,,17,-24,20,1031,-5,NE,88.05,0,0
12/13/2010 12:00:00,4,,,,20,-24,20,1030,-5,NE,95.2,0,0
12/13/2010 13:00:00,4,,,,15,-24,19,1029,-4,NE,101.01,0,0
12/13/2010 14:00:00,4,,,,18,-24,18,1029,-3,NE,105.93,0,0
12/13/2010 15:00:00,4,,,,18,-24,18,1029,-3,NE,110.85,0,0
12/13/2010 16:00:00,4,,,,9,-24,19,1029,-4,NE,115.77,0,0
12/13/2010 17:00:00,4,,,,17,-24,20,1030,-5,NE,118.9,0,0
12/13/2010 18:00:00,4,,,,19,-23,26,1031,-7,NW,1.79,0,0
12/13/2010 19:00:00,4,,,,22,-23,24,1032,-6,NE,3.13,0,0
12/13/2010 20:00:00,4,,,,27,-22,26,1032,-6,NE,6.26,0,0
12/13/2010 21:00:00,4,,,,21,-22,26,1032,-6,NE,10.28,0,0
12/13/2010 22:00:00,4,,,,15,-23,24,1033,-6,NE,15.2,0,0
12/13/2010 23:00:00,4,,,,16,-22,29,1033,-7,NE,20.12,0,0
12/14/2010 00:00:00,4,,,,24,-23,28,1034,-8,NE,24.14,0,0
12/14/2010 01:00:00,4,,,,17,-23,31,1034,-9,NE,25.93,0,0
12/14/2010 02:00:00,4,,,,13,-22,36,1034,-10,NW,3.13,0,0
12/14/2010 03:00:00,4,,,,20,-22,39,1034,-11,NW,7.15,0,0
12/14/2010 04:00:00,4,,,,17,-22,39,1033,-11,NW,12.07,0,0
12/14/2010 05:00:00,4,,,,19,-23,36,1033,-11,NW,13.86,0,0
12/14/2010 06:00:00,4,,,,15,-23,36,1034,-11,NW,15.65,0,0
12/14/2010 07:00:00,4,,,,23,-22,39,1034,-11,NW,19.67,0,0
12/14/2010 08:00:00,4,,,,22,-21,43,1035,-11,NW,23.69,0,0
12/14/2010 09:00:00,4,,,,20,-22,29,1035,-7,NW,27.71,0,0
12/14/2010 10:00:00,4,,,,23,-23,24,1036,-6,NW,33.52,0,0
12/14/2010 11:00:00,4,,,,22,-23,24,1035,-6,NW,39.33,0,0
12/14/2010 12:00:00,4,,,,16,-23,22,1034,-5,NW,45.14,0,0
12/14/2010 13:00:00,4,,,,16,-23,21,1033,-4,NW,52.29,0,0
12/14/2010 14:00:00,4,,,,15,-23,21,1033,-4,NW,60.34,0,0
12/14/2010 15:00:00,4,,,,16,-23,21,1032,-4,NW,70.17,0,0
12/14/2010 16:00:00,4,,,,16,-23,21,1033,-4,NW,80,0,0
12/14/2010 17:00:00,4,,,,17,-23,21,1033,-4,NW,84.92,0,0
12/14/2010 18:00:00,4,,,,15,-23,24,1034,-6,NW,89.84,0,0
12/14/2010 19:00:00,4,,,,16,-24,22,1034,-6,NW,97.89,0,0
12/14/2010 20:00:00,4,,,,15,-23,26,1036,-7,NW,105.04,0,0
12/14/2010 21:00:00,4,,,,8,-24,24,1036,-7,NW,112.19,0,0
12/14/2010 22:00:00,4,,,,15,-25,24,1037,-8,NW,119.34,0,0
12/14/2010 23:00:00,4,,,,11,-24,26,1038,-8,NW,124.26,0,0
12/15/2010 00:00:00,4,,,,12,-24,28,1037,-9,NW,130.07,0,0
12/15/2010 01:00:00,4,,,,14,-25,26,1037,-9,NW,137.22,0,0
12/15/2010 02:00:00,4,,,,13,-27,23,1037,-10,NW,147.05,0,0
12/15/2010 03:00:00,4,,,,13,-28,23,1037,-11,NW,155.99,0,0
12/15/2010 04:00:00,4,,,,15,-28,25,1037,-12,NW,163.14,0,0
12/15/2010 05:00:00,4,,,,13,-28,25,1037,-12,NW,168.06,0,0
12/15/2010 06:00:00,4,,,,13,-26,30,1036,-12,NW,176.11,0,0
12/15/2010 07:00:00,4,,,,18,-26,30,1036,-12,NW,184.16,0,0
12/15/2010 08:00:00,4,,,,17,-26,30,1036,-12,NW,191.31,0,0
12/15/2010 09:00:00,4,,,,23,-26,25,1036,-10,NW,199.36,0,0
12/15/2010 10:00:00,4,,,,22,-26,23,1036,-9,NW,207.41,0,0
12/15/2010 11:00:00,4,,,,22,-26,22,1035,-8,NW,219.48,0,0
12/15/2010 12:00:00,4,,,,25,-26,22,1034,-8,NW,228.42,0,0
12/15/2010 13:00:00,4,,,,17,-25,22,1032,-7,NW,238.25,0,0
12/15/2010 14:00:00,4,,,,21,-24,22,1031,-6,NW,246.3,0,0
12/15/2010 15:00:00,4,,,,24,-24,20,1030,-5,NW,254.35,0,0
12/15/2010 16:00:00,4,,,,13,-24,20,1030,-5,NW,262.4,0,0
12/15/2010 17:00:00,4,,,,15,-24,20,1029,-5,NW,266.42,0,0
12/15/2010 18:00:00,4,,,,43,-23,21,1028,-4,NW,269.55,0,0
12/15/2010 19:00:00,4,,,,43,-23,21,1028,-4,SE,4.02,0,0
12/15/2010 20:00:00,4,,,,50,-22,26,1027,-6,SE,8.04,0,0
12/15/2010 21:00:00,4,,,,54,-22,26,1027,-6,SE,13.85,0,0
12/15/2010 22:00:00,4,,,,27,-24,19,1027,-4,NW,5.81,0,0
12/15/2010 23:00:00,4,,,,20,-24,18,1026,-3,NW,13.86,0,0
12/16/2010 00:00:00,4,,,,28,-24,19,1026,-4,NW,19.67,0,0
12/16/2010 01:00:00,4,,,,30,-22,34,1025,-9,NW,22.8,0,0
12/16/2010 02:00:00,4,,,,22,-21,40,1025,-10,NW,25.93,0,0
12/16/2010 03:00:00,4,,,,27,-23,21,1024,-4,NW,33.98,0,0
12/16/2010 04:00:00,4,,,,27,-23,21,1023,-4,NW,39.79,0,0
12/16/2010 05:00:00,4,,,,40,-23,21,1022,-4,NW,43.81,0,0
12/16/2010 06:00:00,4,,,,41,-22,29,1022,-7,SE,1.79,0,0
12/16/2010 07:00:00,4,,,,39,-21,29,1021,-6,SE,3.58,0,0
12/16/2010 08:00:00,4,,,,40,-19,37,1021,-7,cv,0.89,0,0
12/16/2010 09:00:00,4,,,,54,-18,35,1020,-5,cv,1.78,0,0
12/16/2010 10:00:00,4,,,,56,-20,23,1020,-2,cv,2.67,0,0
12/16/2010 11:00:00,4,,,,63,-23,15,1018,0,NW,1.79,0,0
12/16/2010 12:00:00,4,,,,58,-24,13,1016,1,NW,7.6,0,0
12/16/2010 13:00:00,4,,,,50,-24,12,1014,2,NW,14.75,0,0
12/16/2010 14:00:00,4,,,,89,-24,11,1013,3,NW,20.56,0,0
12/16/2010 15:00:00,4,,,,81,-24,11,1012,3,NW,24.58,0,0
12/16/2010 16:00:00,4,,,,74,-21,17,1012,1,SE,4.92,0,0
12/16/2010 17:00:00,4,,,,55,-21,18,1012,0,SE,8.94,0,0
12/16/2010 18:00:00,4,,,,60,-18,24,1012,0,SE,12.07,0,0
12/16/2010 19:00:00,4,,,,72,-18,24,1011,0,SE,16.09,0,0
12/16/2010 20:00:00,4,,,,82,-20,20,1011,0,SE,19.22,0,0
12/16/2010 21:00:00,4,,,,98,-17,33,1011,-3,cv,0.89,0,0
12/16/2010 22:00:00,4,,,,95,-16,41,1012,-5,cv,1.78,0,0
12/16/2010 23:00:00,4,,,,55,-18,24,1012,0,NW,3.13,0,0
12/17/2010 00:00:00,4,,,,41,-18,26,1012,-1,NW,7.15,0,0
12/17/2010 01:00:00,4,,,,39,-21,18,1012,0,NW,12.07,0,0
12/17/2010 02:00:00,4,,,,36,-19,25,1012,-2,NW,13.86,0,0
12/17/2010 03:00:00,4,,,,34,-19,24,1013,-1,NW,16.99,0,0
12/17/2010 04:00:00,4,,,,34,-18,35,1013,-5,NW,18.78,0,0
12/17/2010 05:00:00,4,,,,42,-18,35,1013,-5,NW,20.57,0,0
12/17/2010 06:00:00,4,,,,40,-17,41,1013,-6,cv,0.89,0,0
12/17/2010 07:00:00,4,,,,71,-17,41,1014,-6,NW,0.89,0,0
12/17/2010 08:00:00,4,,,,69,-15,57,1014,-8,NW,2.68,0,0
12/17/2010 09:00:00,4,,,,64,-13,45,1014,-3,cv,0.89,0,0
12/17/2010 10:00:00,4,,,,65,-14,29,1015,2,cv,1.78,0,0
12/17/2010 11:00:00,4,,,,71,-18,17,1014,5,SE,4.02,0,0
12/17/2010 12:00:00,4,,,,73,-21,12,1013,6,SE,9.83,0,0
12/17/2010 13:00:00,4,,,,79,-20,12,1012,7,SE,13.85,0,0
12/17/2010 14:00:00,4,,,,93,-19,12,1012,8,SE,17.87,0,0
12/17/2010 15:00:00,4,,,,87,-19,13,1012,7,SE,21.89,0,0
12/17/2010 16:00:00,4,,,,136,-17,18,1012,5,SE,25.02,0,0
12/17/2010 17:00:00,4,,,,135,-17,21,1012,3,SE,26.81,0,0
12/17/2010 18:00:00,4,,,,145,-16,26,1013,1,cv,0.89,0,0
12/17/2010 19:00:00,4,,,,205,-13,45,1013,-3,SE,0.89,0,0
12/17/2010 20:00:00,4,,,,282,-13,49,1013,-4,NE,0.89,0,0
12/17/2010 21:00:00,4,,,,325,-13,49,1014,-4,SE,0.89,0,0
12/17/2010 22:00:00,4,,,,379,-13,45,1014,-3,cv,0.89,0,0
12/17/2010 23:00:00,4,,,,374,-13,57,1014,-6,NW,1.79,0,0
12/18/2010 00:00:00,4,,,,363,-13,57,1014,-6,NW,3.58,0,0
12/18/2010 01:00:00,4,,,,319,-13,57,1014,-6,NW,6.71,0,0
12/18/2010 02:00:00,4,,,,265,-13,57,1013,-6,NE,0.89,0,0
12/18/2010 03:00:00,4,,,,247,-13,67,1013,-8,NE,1.78,0,0
12/18/2010 04:00:00,4,,,,231,-14,57,1013,-7,cv,0.89,0,0
12/18/2010 05:00:00,4,,,,215,-13,72,1013,-9,NW,3.13,0,0
12/18/2010 06:00:00,4,,,,210,-13,57,1013,-6,NW,4.92,0,0
12/18/2010 07:00:00,4,,,,242,-12,72,1013,-8,NE,0.89,0,0
12/18/2010 08:00:00,4,,,,249,-13,67,1013,-8,cv,0.89,0,0
12/18/2010 09:00:00,4,,,,211,-11,62,1013,-5,NW,1.79,0,0
12/18/2010 10:00:00,4,,,,201,-10,50,1013,-1,NW,3.58,0,0
12/18/2010 11:00:00,4,,,,206,-12,39,1013,0,cv,0.89,0,0
12/18/2010 12:00:00,4,,,,224,-13,29,1012,3,NW,1.79,0,0
12/18/2010 13:00:00,4,,,,230,-13,27,1011,4,cv,0.89,0,0
12/18/2010 14:00:00,4,,,,246,-14,23,1010,5,NW,1.79,0,0
12/18/2010 15:00:00,4,,,,255,-13,25,1010,5,cv,0.89,0,0
12/18/2010 16:00:00,4,,,,269,-13,27,1010,4,cv,1.78,0,0
12/18/2010 17:00:00,4,,,,302,-12,34,1011,2,SE,1.79,0,0
12/18/2010 18:00:00,4,,,,315,-11,46,1012,-1,cv,0.89,0,0
12/18/2010 19:00:00,4,,,,296,-11,53,1012,-3,NE,1.79,0,0
12/18/2010 20:00:00,4,,,,290,-10,62,1013,-4,NE,2.68,0,0
12/18/2010 21:00:00,4,,,,308,-11,67,1013,-6,cv,0.89,0,0
12/18/2010 22:00:00,4,,,,454,-10,67,1014,-5,cv,1.78,0,0
12/18/2010 23:00:00,4,,,,528,-11,62,1015,-5,cv,2.67,0,0
12/19/2010 00:00:00,4,,,,485,-11,62,1015,-5,NW,0.89,0,0
12/19/2010 01:00:00,4,,,,489,-10,67,1015,-5,cv,0.89,0,0
12/19/2010 02:00:00,4,,,,404,-11,58,1014,-4,cv,1.78,0,0
12/19/2010 03:00:00,4,,,,299,-10,67,1014,-5,NW,4.02,0,0
12/19/2010 04:00:00,4,,,,298,-12,49,1014,-3,SE,1.79,0,0
12/19/2010 05:00:00,4,,,,133,-12,49,1014,-3,cv,0.89,0,0
12/19/2010 06:00:00,4,,,,105,-12,49,1014,-3,NW,1.79,0,0
12/19/2010 07:00:00,4,,,,72,-17,17,1015,6,NW,11.62,0,0
12/19/2010 08:00:00,4,,,,64,-17,18,1015,5,NW,16.54,0,0
12/19/2010 09:00:00,4,,,,52,-17,16,1017,7,NW,25.48,0,0
12/19/2010 10:00:00,4,,,,49,-15,17,1017,8,NW,34.42,0,0
12/19/2010 11:00:00,4,,,,40,-13,19,1017,9,NW,43.36,0,0
12/19/2010 12:00:00,4,,,,43,-12,21,1016,9,NW,50.51,0,0
12/19/2010 13:00:00,4,,,,35,-11,21,1016,10,NW,58.56,0,0
12/19/2010 14:00:00,4,,,,22,-12,18,1016,11,NW,65.71,0,0
12/19/2010 15:00:00,4,,,,16,-12,18,1016,11,NW,71.52,0,0
12/19/2010 16:00:00,4,,,,10,-12,19,1016,10,NW,77.33,0,0
12/19/2010 17:00:00,4,,,,34,-14,18,1017,9,NW,83.14,0,0
12/19/2010 18:00:00,4,,,,64,-15,16,1017,9,NW,87.16,0,0
12/19/2010 19:00:00,4,,,,59,-13,20,1018,8,cv,3.13,0,0
12/19/2010 20:00:00,4,,,,104,-15,16,1018,9,NW,4.92,0,0
12/19/2010 21:00:00,4,,,,126,-14,20,1018,7,SE,3.13,0,0
12/19/2010 22:00:00,4,,,,144,-14,22,1018,6,SE,6.26,0,0
12/19/2010 23:00:00,4,,,,161,-14,27,1018,3,cv,0.89,0,0
12/20/2010 00:00:00,4,,,,187,-12,46,1019,-2,NW,1.79,0,0
12/20/2010 01:00:00,4,,,,200,-11,50,1019,-2,cv,0.89,0,0
