Date,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
12/23/2011 14:00:00,4,,,,-16,35.86,1021,-3,NW,8,,
12/23/2011 15:00:00,4,,,,-16,38.64,1022,-4,NW,12,,
12/23/2011 16:00:00,4,,,,-17,38.32,1022,-5,NW,16,,
12/23/2011 17:00:00,4,,,,-17,48.25,1023,-8,NE,2,,
12/23/2011 18:00:00,4,,,,-17,56.45,1023,-10,NE,3,,
12/23/2011 19:00:00,4,,,,-17,61.12,1024,-11,NE,6,,
12/23/2011 20:00:00,4,,,,-17,52.17,1024,-9,NE,9,,
12/23/2011 21:00:00,4,,,,-17,61.12,1024,-11,NE,13,,
12/23/2011 22:00:00,4,,,,-18,65.98,1025,-13,NE,16,,
12/23/2011 23:00:00,4,,,,-19,60.58,1025,-13,NW,2,,
12/24/2011 00:00:00,4,,,,-19,65.73,1025,-14,cv,0,,
12/24/2011 01:00:00,4,,,,-20,71.16,1026,-16,cv,1,,
12/24/2011 02:00:00,4,,,,-20,71.16,1026,-16,SW,1,,
12/24/2011 03:00:00,4,,,,-20,71.16,1026,-16,cv,0,,
12/24/2011 04:00:00,4,,,,-21,77.21,1026,-18,SW,1,,
12/24/2011 05:00:00,4,,,,-22,77.02,1026,-19,SW,3,,
12/24/2011 06:00:00,4,,,,-22,77.02,1026,-19,SW,5,,
12/24/2011 07:00:00,4,,,,-21,77.21,1026,-18,SW,7,,
12/24/2011 08:00:00,4,,,,-20,71.16,1027,-16,NW,2,,
12/24/2011 09:00:00,4,,,,-20,60.3,1028,-14,NW,4,,
12/24/2011 10:00:00,4,,,,-19,55.87,1028,-12,NW,5,,
12/24/2011 11:00:00,4,,,,-21,43.36,1027,-11,cv,1,,
12/24/2011 12:00:00,4,,,,-25,30.36,1027,-11,NW,3,,
12/24/2011 13:00:00,4,,,,-25,28.04,1027,-10,NW,7,,
12/24/2011 14:00:00,4,,,,-24,33.23,1027,-11,NW,11,,
12/24/2011 15:00:00,4,,,,-23,36.34,1028,-11,NW,14,,
12/24/2011 16:00:00,4,,,,-23,36.34,1028,-11,NW,16,,
12/24/2011 17:00:00,4,,,,-24,39.05,1028,-13,cv,1,,
12/24/2011 18:00:00,4,,,,-23,46.33,1028,-14,SW,1,,
12/24/2011 19:00:00,4,,,,-21,60.02,1029,-15,SE,2,,
12/24/2011 20:00:00,4,,,,-22,50.63,1029,-14,SE,4,,
12/24/2011 21:00:00,4,,,,-23,54.68,1030,-16,SE,5,,
12/24/2011 22:00:00,4,,,,-22,59.74,1030,-16,SE,7,,
12/24/2011 23:00:00,4,,,,-22,64.97,1030,-17,SE,9,,
12/25/2011 00:00:00,4,,,,-22,64.97,1030,-17,SE,11,,
12/25/2011 01:00:00,4,,,,-23,59.46,1031,-17,SE,12,,
12/25/2011 02:00:00,4,,,,-22,64.97,1031,-17,SE,15,,
12/25/2011 03:00:00,4,,,,-23,59.46,1031,-17,SE,17,,
12/25/2011 04:00:00,4,,,,-22,70.71,1031,-18,SE,19,,
12/25/2011 05:00:00,4,,,,-24,70.26,1031,-20,NE,3,,
12/25/2011 06:00:00,4,,,,-24,70.26,1031,-20,SE,2,,
12/25/2011 07:00:00,4,,,,-24,70.26,1032,-20,NE,3,,
12/25/2011 08:00:00,4,,,,-23,70.49,1033,-19,NE,6,,
12/25/2011 09:00:00,4,,,,-21,65.23,1034,-16,NE,7,,
12/25/2011 10:00:00,4,,,,-20,55.57,1034,-13,NE,9,,
12/25/2011 11:00:00,4,,,,-22,39.71,1034,-11,SE,2,,
12/25/2011 12:00:00,4,,,,-23,33.57,1033,-10,SE,3,,
12/25/2011 13:00:00,4,,,,-23,33.57,1033,-10,NE,2,,
12/25/2011 14:00:00,4,,,,-22,33.9,1033,-9,NW,2,,
12/25/2011 15:00:00,4,,,,-22,36.68,1034,-10,NE,2,,
12/25/2011 16:00:00,4,,,,-22,39.71,1034,-11,NE,4,,
12/25/2011 17:00:00,4,,,,-22,43.03,1035,-12,cv,1,,
12/25/2011 18:00:00,4,,,,-22,43.03,1035,-12,NE,1,,
12/25/2011 19:00:00,4,,,,-22,50.63,1035,-14,NE,2,,
12/25/2011 20:00:00,4,,,,-22,59.74,1036,-16,SE,2,,
12/25/2011 21:00:00,4,,,,-22,59.74,1036,-16,SW,1,,
12/25/2011 22:00:00,4,,,,-22,59.74,1036,-16,SE,2,,
12/25/2011 23:00:00,4,,,,-22,64.97,1037,-17,SE,4,,
12/26/2011 00:00:00,4,,,,-22,70.71,1037,-18,SE,6,,
12/26/2011 01:00:00,4,,,,-22,64.97,1037,-17,SE,9,,
12/26/2011 02:00:00,4,,,,-23,70.49,1038,-19,SE,10,,
12/26/2011 03:00:00,4,,,,-24,64.46,1038,-19,SE,11,,
12/26/2011 04:00:00,4,,,,-23,70.49,1038,-19,SE,12,,
12/26/2011 05:00:00,4,,,,-24,64.46,1038,-19,SE,14,,
12/26/2011 06:00:00,4,,,,-23,64.72,1038,-18,SE,16,,
12/26/2011 07:00:00,4,,,,-23,70.49,1038,-19,SE,18,,
12/26/2011 08:00:00,4,,,,-23,70.49,1038,-19,NW,2,,
12/26/2011 09:00:00,4,,,,-21,60.02,1039,-15,SE,2,,
12/26/2011 10:00:00,4,,,,-20,51.25,1038,-12,SE,3,,
12/26/2011 11:00:00,4,,,,-21,40.04,1038,-10,cv,1,,
12/26/2011 12:00:00,4,,,,-20,37.34,1037,-8,SE,2,,
12/26/2011 13:00:00,4,,,,-19,37.67,1036,-7,SW,1,,
12/26/2011 14:00:00,4,,,,-19,34.88,1036,-6,SW,4,,
12/26/2011 15:00:00,4,,,,-19,34.88,1036,-6,SW,7,,
12/26/2011 16:00:00,4,,,,-19,37.67,1036,-7,SW,8,,
12/26/2011 17:00:00,4,,,,-19,44.01,1035,-9,SE,1,,
12/26/2011 18:00:00,4,,,,-17,56.45,1035,-10,SE,2,,
12/26/2011 19:00:00,4,,,,-18,56.16,1035,-11,SE,4,,
12/26/2011 20:00:00,4,,,,-19,55.87,1035,-12,SE,7,,
12/26/2011 21:00:00,4,,,,-20,55.57,1035,-13,SE,9,,
12/26/2011 22:00:00,4,,,,-18,60.85,1035,-12,SE,12,,
12/26/2011 23:00:00,4,,,,-19,55.87,1034,-12,SE,15,,
12/27/2011 00:00:00,4,,,,-18,60.85,1034,-12,SE,18,,
12/27/2011 01:00:00,4,,,,-18,60.85,1034,-12,SE,20,,
12/27/2011 02:00:00,4,,,,-18,60.85,1033,-12,SE,23,,
12/27/2011 03:00:00,4,,,,-17,61.12,1033,-11,SE,26,,
12/27/2011 04:00:00,4,,,,-15,61.65,1032,-9,SE,29,,
12/27/2011 05:00:00,4,,,,-15,61.65,1032,-9,SE,33,,
12/27/2011 06:00:00,4,,,,-15,61.65,1031,-9,SE,36,,
12/27/2011 07:00:00,4,,,,-13,62.18,1031,-7,SE,39,,
12/27/2011 08:00:00,4,,,,-13,62.18,1031,-7,SE,42,,
12/27/2011 09:00:00,4,,,,-11,67.65,1031,-6,SE,44,,
12/27/2011 10:00:00,4,,,,-8,58.95,1031,-1,SW,4,,
12/27/2011 11:00:00,4,,,,-7,59.21,1029,0,SW,9,,
12/27/2011 12:00:00,4,,,,-7,55.08,1028,1,SW,15,,
12/27/2011 13:00:00,4,,,,-8,47.44,1028,2,SW,20,,
12/27/2011 14:00:00,4,,,,-8,44.19,1027,3,SW,25,,
12/27/2011 15:00:00,4,,,,-8,47.44,1027,2,SW,29,,
12/27/2011 16:00:00,4,,,,-9,50.68,1027,0,SW,33,,
12/27/2011 17:00:00,4,,,,-9,54.51,1027,-1,SW,36,,
12/27/2011 18:00:00,4,,,,-9,58.68,1027,-2,SE,2,,
12/27/2011 19:00:00,4,,,,-8,58.95,1027,-1,SW,2,,
12/27/2011 20:00:00,4,,,,-8,58.95,1027,-1,SE,3,,
12/27/2011 21:00:00,4,,,,-7,63.69,1028,-1,SW,2,,
12/27/2011 22:00:00,4,,,,-7,68.56,1028,-2,SW,5,,
12/27/2011 23:00:00,4,,,,-7,68.56,1028,-2,SW,8,,
12/28/2011 00:00:00,4,,,,-7,73.84,1028,-3,SW,10,,
12/28/2011 01:00:00,4,,,,-7,73.84,1028,-3,cv,1,,
12/28/2011 02:00:00,4,,,,-7,79.58,1028,-4,NW,1,,
12/28/2011 03:00:00,4,,,,-6,85.93,1029,-4,NW,4,,
12/28/2011 04:00:00,4,,,,-8,79.42,1029,-5,NE,6,,
12/28/2011 05:00:00,4,,,,-13,62.18,1029,-7,NW,4,,
12/28/2011 06:00:00,4,,,,-14,61.92,1030,-8,NW,9,,
12/28/2011 07:00:00,4,,,,-16,56.74,1031,-9,NE,5,,
12/28/2011 08:00:00,4,,,,-16,56.74,1032,-9,NE,9,,
12/28/2011 09:00:00,4,,,,-15,57.02,1033,-8,NW,3,,
12/28/2011 10:00:00,4,,,,-16,52.47,1033,-8,NW,6,,
12/28/2011 11:00:00,4,,,,-16,48.56,1033,-7,NW,11,,
12/28/2011 12:00:00,4,,,,-16,48.56,1033,-7,NW,15,,
12/28/2011 13:00:00,4,,,,-15,52.77,1033,-7,NE,5,,
12/28/2011 14:00:00,4,,,,-16,52.47,1033,-8,NE,11,,
12/28/2011 15:00:00,4,,,,-16,56.74,1034,-9,NE,18,,
12/28/2011 16:00:00,4,,,,-17,56.45,1034,-10,NE,23,,
12/28/2011 17:00:00,4,,,,-19,51.56,1035,-11,NE,29,,
12/28/2011 18:00:00,4,,,,-20,51.25,1036,-12,NE,35,,
12/28/2011 19:00:00,4,,,,-22,46.66,1036,-13,NE,42,,
12/28/2011 20:00:00,4,,,,-23,46.33,1037,-14,NE,49,,
12/28/2011 21:00:00,4,,,,-23,46.33,1037,-14,NW,7,,
12/28/2011 22:00:00,4,,,,-24,46.01,1037,-15,NE,6,,
12/28/2011 23:00:00,4,,,,-24,50,1037,-16,NE,10,,
12/29/2011 00:00:00,4,,,,-23,54.68,1037,-16,NE,13,,
12/29/2011 01:00:00,4,,,,-23,59.46,1038,-17,NE,17,,
12/29/2011 02:00:00,4,,,,-23,64.72,1038,-18,NE,21,,
12/29/2011 03:00:00,4,,,,-23,64.72,1039,-18,NE,24,,
12/29/2011 04:00:00,4,,,,-23,64.72,1039,-18,NE,27,,
12/29/2011 05:00:00,4,,,,-24,59.18,1039,-18,NE,29,,
12/29/2011 06:00:00,4,,,,-23,70.49,1039,-19,NE,31,,
12/29/2011 07:00:00,4,,,,-24,64.46,1039,-19,NE,33,,
12/29/2011 08:00:00,4,,,,-23,70.49,1040,-19,NE,36,,
12/29/2011 09:00:00,4,,,,-22,59.74,1040,-16,NE,40,,
12/29/2011 10:00:00,4,,,,-22,54.98,1040,-15,NE,44,,
12/29/2011 11:00:00,4,,,,-21,50.94,1040,-13,NE,49,,
12/29/2011 12:00:00,4,,,,-21,50.94,1039,-13,NE,53,,
12/29/2011 13:00:00,4,,,,-21,46.98,1038,-12,NE,57,,
12/29/2011 14:00:00,4,,,,-21,43.36,1038,-11,NW,4,,
12/29/2011 15:00:00,4,,,,-20,51.25,1038,-12,NE,4,,
12/29/2011 16:00:00,4,,,,-20,51.25,1038,-12,NE,8,,
12/29/2011 17:00:00,4,,,,-20,60.3,1037,-14,NE,12,,
12/29/2011 18:00:00,4,,,,-21,60.02,1037,-15,NE,15,,
12/29/2011 19:00:00,4,,,,-21,60.02,1037,-15,NE,17,,
12/29/2011 20:00:00,4,,,,-21,65.23,1037,-16,NE,19,,
12/29/2011 21:00:00,4,,,,-21,70.94,1037,-17,NE,22,,
12/29/2011 22:00:00,4,,,,-22,64.97,1037,-17,NE,24,,
12/29/2011 23:00:00,4,,,,-22,70.71,1037,-18,NE,26,,
12/30/2011 00:00:00,4,,,,-23,64.72,1037,-18,NE,28,,
12/30/2011 01:00:00,4,,,,-22,70.71,1037,-18,NE,31,,
12/30/2011 02:00:00,4,,,,-24,64.46,1037,-19,SE,1,,
12/30/2011 03:00:00,4,,,,-23,76.84,1037,-20,SE,2,,
12/30/2011 04:00:00,4,,,,-23,76.84,1036,-20,NE,1,,
12/30/2011 05:00:00,4,,,,-23,76.84,1035,-20,SE,1,,
12/30/2011 06:00:00,4,,,,-25,70.03,1035,-21,NE,1,,
12/30/2011 07:00:00,4,,,,-24,76.65,1035,-21,NE,3,,
12/30/2011 08:00:00,4,,,,-23,70.49,1035,-19,NE,4,,
12/30/2011 09:00:00,4,,,,-20,71.16,1035,-16,NE,6,,
12/30/2011 10:00:00,4,,,,-19,65.73,1035,-14,SE,1,,
12/30/2011 11:00:00,4,,,,-18,56.16,1034,-11,cv,1,,
12/30/2011 12:00:00,4,,,,-19,44.01,1032,-9,cv,2,,
12/30/2011 13:00:00,4,,,,-19,40.7,1031,-8,cv,3,,
12/30/2011 14:00:00,4,,,,-19,37.67,1031,-7,SW,2,,
12/30/2011 15:00:00,4,,,,-19,37.67,1031,-7,SW,4,,
12/30/2011 16:00:00,4,,,,-19,40.7,1031,-8,SW,5,,
12/30/2011 17:00:00,4,,,,-19,51.56,1030,-11,cv,0,,
12/30/2011 18:00:00,4,,,,-19,55.87,1030,-12,SE,1,,
12/30/2011 19:00:00,4,,,,-18,60.85,1030,-12,SE,3,,
12/30/2011 20:00:00,4,,,,-19,65.73,1030,-14,SE,5,,
12/30/2011 21:00:00,4,,,,-19,60.58,1030,-13,SE,7,,
12/30/2011 22:00:00,4,,,,-18,60.85,1029,-12,SE,9,,
12/30/2011 23:00:00,4,,,,-18,56.16,1029,-11,SE,11,,
12/31/2011 00:00:00,4,,,,-17,56.45,1029,-10,SE,13,,
12/31/2011 01:00:00,4,,,,-16,66.47,1028,-11,NE,3,,
12/31/2011 02:00:00,4,,,,-16,61.39,1028,-10,NE,6,,
12/31/2011 03:00:00,4,,,,-16,61.39,1028,-10,NE,9,,
12/31/2011 04:00:00,4,,,,-16,61.39,1027,-10,NE,11,,
12/31/2011 05:00:00,4,,,,-15,66.71,1028,-10,NE,14,,
12/31/2011 06:00:00,4,,,,-15,66.71,1027,-10,NE,17,,
12/31/2011 07:00:00,4,,,,-15,66.71,1028,-10,NE,19,,
12/31/2011 08:00:00,4,,,,-15,61.65,1028,-9,NW,1,,
12/31/2011 09:00:00,4,,,,-15,61.65,1029,-9,NW,3,,
12/31/2011 10:00:00,4,,,,-14,61.92,1029,-8,NW,6,,
12/31/2011 11:00:00,4,,,,-16,52.47,1028,-8,NW,10,,
12/31/2011 12:00:00,4,,,,-17,41.35,1028,-6,NW,13,,
12/31/2011 13:00:00,4,,,,-17,41.35,1027,-6,NW,16,,
12/31/2011 14:00:00,4,,,,-16,41.67,1027,-5,NW,19,,
12/31/2011 15:00:00,4,,,,-17,41.35,1027,-6,NW,23,,
12/31/2011 16:00:00,4,,,,-17,44.65,1028,-7,NW,26,,
12/31/2011 17:00:00,4,,,,-18,47.93,1028,-9,NW,28,,
12/31/2011 18:00:00,4,,,,-18,51.87,1028,-10,NW,29,,
12/31/2011 19:00:00,4,,,,-19,60.58,1028,-13,cv,0,,
12/31/2011 20:00:00,4,,,,-18,56.16,1029,-11,NE,3,,
12/31/2011 21:00:00,4,,,,-18,56.16,1029,-11,NE,6,,
12/31/2011 22:00:00,4,,,,-19,55.87,1029,-12,NE,8,,
12/31/2011 23:00:00,4,,,,-20,55.57,1029,-13,NE,10,,
1/1/2012 00:00:00,4,,,,-20,55.57,1029,-13,NE,14,,
1/1/2012 01:00:00,4,,,,-21,55.28,1029,-14,NW,1,,
1/1/2012 02:00:00,4,,,,-20,60.3,1030,-14,NE,1,,
1/1/2012 03:00:00,4,,,,-19,60.58,1031,-13,NE,3,,
1/1/2012 04:00:00,4,,,,-19,60.58,1031,-13,NW,3,,
1/1/2012 05:00:00,4,,,,-17,71.81,1031,-13,NW,5,,
1/1/2012 06:00:00,4,,,,-16,78.1,1032,-13,NE,3,,
1/1/2012 07:00:00,4,,,,-16,78.1,1032,-13,NW,5,,
1/1/2012 08:00:00,4,,,,-17,77.92,1033,-14,NW,9,,
1/1/2012 09:00:00,4,,,,-17,71.81,1034,-13,NE,4,,
1/1/2012 10:00:00,4,,,,-19,60.58,1034,-13,NE,10,,
1/1/2012 11:00:00,4,,,,-19,55.87,1034,-12,NW,5,,
1/1/2012 12:00:00,4,,,,-19,55.87,1033,-12,NW,11,,
1/1/2012 13:00:00,4,,,,-19,51.56,1033,-11,NE,5,,
1/1/2012 14:00:00,4,,,,-18,56.16,1033,-11,NE,10,,
1/1/2012 15:00:00,4,,,,-19,51.56,1034,-11,NE,16,,
1/1/2012 16:00:00,4,,,,-19,55.87,1034,-12,NE,20,,
1/1/2012 17:00:00,4,,,,-20,55.57,1034,-13,NE,23,,
1/1/2012 18:00:00,4,,,,-20,65.48,1035,-15,NE,26,,
1/1/2012 19:00:00,4,,,,-20,65.48,1034,-15,NE,28,,
1/1/2012 20:00:00,4,,,,-20,65.48,1034,-15,NE,31,,
1/1/2012 21:00:00,4,,,,-22,70.71,1034,-18,SW,1,,
1/1/2012 22:00:00,4,,,,-20,77.39,1033,-17,SE,2,,
1/1/2012 23:00:00,4,,,,-21,70.94,1033,-17,cv,0,,
1/2/2012 00:00:00,4,,,,-21,70.94,1032,-17,cv,1,,
1/2/2012 01:00:00,4,,,,-22,77.02,1032,-19,NE,2,,
1/2/2012 02:00:00,4,,,,-22,77.02,1032,-19,NE,5,,
1/2/2012 03:00:00,4,,,,-22,77.02,1031,-19,NE,9,,
1/2/2012 04:00:00,4,,,,-21,77.21,1031,-18,NE,10,,
1/2/2012 05:00:00,4,,,,-22,77.02,1030,-19,NE,13,,
1/2/2012 06:00:00,4,,,,-21,77.21,1030,-18,NE,16,,
1/2/2012 07:00:00,4,,,,-21,77.21,1029,-18,NE,18,,
1/2/2012 08:00:00,4,,,,-20,77.39,1029,-17,NW,1,,
1/2/2012 09:00:00,4,,,,-19,77.57,1030,-16,NE,3,,
1/2/2012 10:00:00,4,,,,-18,77.75,1029,-15,NE,5,,
1/2/2012 11:00:00,4,,,,-19,60.58,1028,-13,NE,6,,
1/2/2012 12:00:00,4,,,,-18,60.85,1027,-12,SE,1,,
1/2/2012 13:00:00,4,,,,-18,56.16,1026,-11,SE,2,,
1/2/2012 14:00:00,4,,,,-18,51.87,1026,-10,NE,2,,
1/2/2012 15:00:00,4,,,,-18,51.87,1026,-10,NE,3,,
1/2/2012 16:00:00,4,,,,-18,56.16,1026,-11,SE,1,,
1/2/2012 17:00:00,4,,,,-18,60.85,1026,-12,NE,1,,
1/2/2012 18:00:00,4,,,,-18,60.85,1027,-12,NE,2,,
1/2/2012 19:00:00,4,,,,-17,61.12,1027,-11,NW,1,,
1/2/2012 20:00:00,4,,,,-17,66.23,1026,-12,cv,1,,
1/2/2012 21:00:00,4,,,,-16,72.02,1026,-12,SW,1,,
1/2/2012 22:00:00,4,,,,-16,72.02,1026,-12,SE,1,,
1/2/2012 23:00:00,4,,,,-16,78.1,1026,-13,SE,3,,
1/3/2012 00:00:00,4,,,,-15,84.87,1026,-13,SE,5,,
1/3/2012 01:00:00,4,,,,-16,78.1,1026,-13,SW,1,,
1/3/2012 02:00:00,4,,,,-15,84.87,1026,-13,SW,2,,
1/3/2012 03:00:00,4,,,,-15,84.87,1026,-13,cv,0,,
1/3/2012 04:00:00,4,,,,-15,84.87,1025,-13,SW,1,,
1/3/2012 05:00:00,4,,,,-16,84.74,1025,-14,SE,1,,
1/3/2012 06:00:00,4,,,,-17,84.62,1025,-15,SE,2,,
1/3/2012 07:00:00,4,,,,-18,84.49,1026,-16,SW,1,,
1/3/2012 08:00:00,4,,,,-19,84.36,1026,-17,SW,2,,
1/3/2012 09:00:00,4,,,,-16,84.74,1027,-14,cv,1,,
1/3/2012 10:00:00,4,,,,-15,84.87,1027,-13,SE,1,,
1/3/2012 11:00:00,4,,,,-14,84.99,1026,-12,cv,1,,
1/3/2012 12:00:00,4,,,,-13,85.11,1025,-11,cv,2,,
1/3/2012 13:00:00,4,,,,-14,72.44,1025,-10,NW,4,,
1/3/2012 14:00:00,4,,,,-14,72.44,1025,-10,NW,7,,
1/3/2012 15:00:00,4,,,,-13,85.11,1026,-11,NW,10,,
1/3/2012 16:00:00,4,,,,-15,72.23,1027,-11,NW,14,,
1/3/2012 17:00:00,4,,,,-14,78.44,1027,-11,NW,16,,
1/3/2012 18:00:00,4,,,,-15,78.27,1028,-12,NW,18,,
1/3/2012 19:00:00,4,,,,-15,78.27,1028,-12,NW,20,,
1/3/2012 20:00:00,4,,,,-15,84.87,1029,-13,cv,1,,
1/3/2012 21:00:00,4,,,,-17,84.62,1029,-15,SW,2,,
1/3/2012 22:00:00,4,,,,-19,84.36,1029,-17,SW,3,,
1/3/2012 23:00:00,4,,,,-20,84.23,1029,-18,cv,0,,
1/4/2012 00:00:00,4,,,,-21,84.09,1029,-19,SW,1,,
1/4/2012 01:00:00,4,,,,-21,84.09,1030,-19,SW,2,,
1/4/2012 02:00:00,4,,,,-20,84.23,1030,-18,SW,4,,
1/4/2012 03:00:00,4,,,,-21,84.09,1030,-19,SW,5,,
1/4/2012 04:00:00,4,,,,-22,83.96,1030,-20,cv,1,,
1/4/2012 05:00:00,4,,,,-23,76.84,1030,-20,SW,1,,
1/4/2012 06:00:00,4,,,,-22,83.96,1031,-20,SE,2,,
1/4/2012 07:00:00,4,,,,-22,77.02,1031,-19,SE,4,,
1/4/2012 08:00:00,4,,,,-21,84.09,1032,-19,SW,2,,
1/4/2012 09:00:00,4,,,,-19,84.36,1032,-17,SW,4,,
1/4/2012 10:00:00,4,,,,-17,77.92,1033,-14,SW,6,,
1/4/2012 11:00:00,4,,,,-17,71.81,1032,-13,SW,8,,
1/4/2012 12:00:00,4,,,,-17,61.12,1032,-11,SW,10,,
1/4/2012 13:00:00,4,,,,-18,56.16,1031,-11,SW,12,,
1/4/2012 14:00:00,4,,,,-18,51.87,1030,-10,SW,14,,
1/4/2012 15:00:00,4,,,,-18,51.87,1030,-10,cv,1,,
1/4/2012 16:00:00,4,,,,-19,55.87,1031,-12,SW,2,,
1/4/2012 17:00:00,4,,,,-19,60.58,1031,-13,SW,4,,
1/4/2012 18:00:00,4,,,,-20,65.48,1031,-15,SW,6,,
1/4/2012 19:00:00,4,,,,-19,71.38,1031,-15,SE,3,,
1/4/2012 20:00:00,4,,,,-20,71.16,1031,-16,SE,5,,
1/4/2012 21:00:00,4,,,,-20,77.39,1030,-17,SE,7,,
1/4/2012 22:00:00,4,,,,-22,70.71,1030,-18,SE,9,,
1/4/2012 23:00:00,4,,,,-20,77.39,1030,-17,SE,12,,
1/5/2012 00:00:00,4,,,,-20,77.39,1029,-17,SE,15,,
1/5/2012 01:00:00,4,,,,-20,77.39,1030,-17,SE,19,,
1/5/2012 02:00:00,4,,,,-20,77.39,1030,-17,SE,21,,
1/5/2012 03:00:00,4,,,,-20,77.39,1029,-17,SE,25,,
1/5/2012 04:00:00,4,,,,-20,77.39,1029,-17,SE,29,,
1/5/2012 05:00:00,4,,,,-20,71.16,1028,-16,SE,32,,
1/5/2012 06:00:00,4,,,,-19,77.57,1028,-16,SE,34,,
1/5/2012 07:00:00,4,,,,-19,71.38,1028,-15,SE,37,,
1/5/2012 08:00:00,4,,,,-21,70.94,1028,-17,NE,2,,
1/5/2012 09:00:00,4,,,,-17,71.81,1028,-13,SE,2,,
1/5/2012 10:00:00,4,,,,-16,66.47,1028,-11,NE,2,,
1/5/2012 11:00:00,4,,,,-14,57.3,1028,-7,cv,1,,
1/5/2012 12:00:00,4,,,,-12,57.86,1027,-5,SW,4,,
1/5/2012 13:00:00,4,,,,-13,53.36,1027,-5,NW,4,,
1/5/2012 14:00:00,4,,,,-16,41.67,1027,-5,NW,8,,
1/5/2012 15:00:00,4,,,,-16,44.97,1028,-6,NW,12,,
1/5/2012 16:00:00,4,,,,-17,44.65,1028,-7,NW,15,,
1/5/2012 17:00:00,4,,,,-17,52.17,1029,-9,NW,17,,
1/5/2012 18:00:00,4,,,,-18,51.87,1030,-10,NW,19,,
1/5/2012 19:00:00,4,,,,-17,52.17,1030,-9,NW,20,,
1/5/2012 20:00:00,4,,,,-17,66.23,1031,-12,NE,2,,
1/5/2012 21:00:00,4,,,,-18,60.85,1032,-12,NE,4,,
1/5/2012 22:00:00,4,,,,-20,65.48,1032,-15,NE,5,,
1/5/2012 23:00:00,4,,,,-20,77.39,1032,-17,SW,1,,
1/6/2012 00:00:00,4,,,,-20,71.16,1033,-16,NE,1,,
1/6/2012 01:00:00,4,,,,-21,77.21,1034,-18,SE,1,,
1/6/2012 02:00:00,4,,,,-21,77.21,1035,-18,SE,2,,
1/6/2012 03:00:00,4,,,,-22,77.02,1035,-19,SE,3,,
1/6/2012 04:00:00,4,,,,-23,76.84,1035,-20,SE,4,,
1/6/2012 05:00:00,4,,,,-23,76.84,1036,-20,SE,5,,
1/6/2012 06:00:00,4,,,,-22,77.02,1036,-19,NE,2,,
1/6/2012 07:00:00,4,,,,-23,76.84,1037,-20,NE,5,,
1/6/2012 08:00:00,4,,,,-20,84.23,1038,-18,NE,8,,
1/6/2012 09:00:00,4,,,,-18,77.75,1038,-15,NE,10,,
1/6/2012 10:00:00,4,,,,-17,71.81,1039,-13,NE,12,,
1/6/2012 11:00:00,4,,,,-17,61.12,1039,-11,NW,2,,
1/6/2012 12:00:00,4,,,,-17,56.45,1038,-10,NW,5,,
1/6/2012 13:00:00,4,,,,-17,52.17,1038,-9,NW,9,,
1/6/2012 14:00:00,4,,,,-17,52.17,1038,-9,NW,13,,
1/6/2012 15:00:00,4,,,,-17,52.17,1038,-9,NW,16,,
1/6/2012 16:00:00,4,,,,-17,56.45,1039,-10,NE,3,,
1/6/2012 17:00:00,4,,,,-18,56.16,1039,-11,NE,5,,
1/6/2012 18:00:00,4,,,,-19,60.58,1040,-13,NE,6,,
1/6/2012 19:00:00,4,,,,-19,71.38,1040,-15,NE,9,,
1/6/2012 20:00:00,4,,,,-20,65.48,1040,-15,NE,12,,
1/6/2012 21:00:00,4,,,,-20,71.16,1040,-16,NE,16,,
1/6/2012 22:00:00,4,,,,-21,70.94,1040,-17,NE,18,,
1/6/2012 23:00:00,4,,,,-21,70.94,1040,-17,NE,20,,
1/7/2012 00:00:00,4,,,,-21,77.21,1040,-18,SE,2,,
1/7/2012 01:00:00,4,,,,-21,77.21,1040,-18,NE,3,,
1/7/2012 02:00:00,4,,,,-21,77.21,1040,-18,NE,7,,
1/7/2012 03:00:00,4,,,,-21,77.21,1040,-18,NE,11,,
1/7/2012 04:00:00,4,,,,-22,77.02,1040,-19,NE,13,,
1/7/2012 05:00:00,4,,,,-22,77.02,1039,-19,NE,14,,
1/7/2012 06:00:00,4,,,,-24,76.65,1039,-21,NE,17,,
1/7/2012 07:00:00,4,,,,-23,76.84,1039,-20,NE,20,,
1/7/2012 08:00:00,4,,,,-22,77.02,1039,-19,NE,21,,
1/7/2012 09:00:00,4,,,,-20,71.16,1040,-16,NE,22,,
1/7/2012 10:00:00,4,,,,-18,71.6,1039,-14,SE,2,,
1/7/2012 11:00:00,4,,,,-17,61.12,1039,-11,cv,1,,
1/7/2012 12:00:00,4,,,,-17,52.17,1038,-9,cv,2,,
1/7/2012 13:00:00,4,,,,-17,48.25,1037,-8,NE,2,,
1/7/2012 14:00:00,4,,,,-18,41.03,1036,-7,NE,4,,
1/7/2012 15:00:00,4,,,,-19,37.67,1036,-7,cv,1,,
1/7/2012 16:00:00,4,,,,-18,44.33,1036,-8,cv,2,,
1/7/2012 17:00:00,4,,,,-19,51.56,1036,-11,NE,2,,
1/7/2012 18:00:00,4,,,,-18,60.85,1036,-12,SE,2,,
1/7/2012 19:00:00,4,,,,-19,65.73,1036,-14,cv,1,,
