Date,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
7/25/2010 20:00:00,2,,,,22,69.98,1011.9,28,SE,344,0,0
7/25/2010 21:00:00,2,,,,22,74.19,1012.9,27,SE,348,0,0
7/25/2010 22:00:00,2,,,,22,74.19,1012.9,27,SE,354,0,0
7/25/2010 23:00:00,2,,,,23,78.82,1011.9,27,SE,359,0,0
7/26/2010 00:00:00,2,,,,23,78.82,1011.9,27,SE,364,0,0
7/26/2010 01:00:00,2,,,,23,78.82,1011.9,27,SE,369,0,0
7/26/2010 02:00:00,2,,,,24,83.71,1011.9,27,SE,373,0,0
7/26/2010 03:00:00,2,,,,24,83.71,1010.8,27,SE,378,0,0
7/26/2010 04:00:00,2,,,,24,83.71,1010.8,27,SE,382,0,0
7/26/2010 05:00:00,2,,,,24,83.71,1010.8,27,SE,386,0,0
7/26/2010 06:00:00,2,,,,25,88.86,1010.8,27,SE,391,0,0
7/26/2010 07:00:00,2,,,,21,69.79,1010.8,27,SE,397,0,0
7/26/2010 08:00:00,2,,,,22,69.98,1010.8,28,SE,402,0,0
7/26/2010 09:00:00,2,,,,23,70.17,1010.8,29,SE,408,0,0
7/26/2010 10:00:00,2,,,,23,66.25,1010.8,30,SE,414,0,0
7/26/2010 11:00:00,2,,,,23,62.57,1010.8,31,SE,420,0,0
7/26/2010 12:00:00,2,,,,23,62.57,1010.2,31,SE,426,0,0
7/26/2010 13:00:00,2,,,,23,62.57,1009.1,31,SE,434,0,0
7/26/2010 14:00:00,2,,,,23,66.25,1009.1,30,SE,440,0,0
7/26/2010 15:00:00,2,,,,23,70.17,1009.1,29,SE,447,0,0
7/26/2010 16:00:00,2,,,,22,69.98,1009.1,28,SE,455,0,0
7/26/2010 17:00:00,2,,,,23,74.35,1009.1,28,SE,463,1,1
7/26/2010 18:00:00,2,,,,23,83.6,1009.1,26,SE,471,0,0
7/26/2010 19:00:00,2,,,,23,83.6,1009.1,26,SE,477,0,0
7/26/2010 20:00:00,2,,,,23,83.6,1009.1,26,SE,482,0,0
7/26/2010 21:00:00,2,,,,23,83.6,1009.1,26,SE,487,0,0
7/26/2010 22:00:00,2,,,,23,78.82,1009.1,27,SE,494,0,0
7/26/2010 23:00:00,2,,,,23,83.6,1009.1,26,SE,499,0,0
7/27/2010 00:00:00,2,,,,23,83.6,1008.1,26,SE,503,0,0
7/27/2010 01:00:00,2,,,,23,83.6,1007.1,26,SE,508,0,0
7/27/2010 02:00:00,2,,,,22,78.68,1007.1,26,SE,513,0,0
7/27/2010 03:00:00,2,,,,22,78.68,1006.1,26,SE,517,0,0
7/27/2010 04:00:00,2,,,,22,78.68,1006.1,26,SE,522,0,0
7/27/2010 05:00:00,2,,,,22,78.68,1006.1,26,SE,527,0,0
7/27/2010 06:00:00,2,,,,22,83.48,1006.1,25,NE,3,0,0
7/27/2010 07:00:00,2,,,,23,88.7,1006.1,25,NE,7,0.6,0.6
7/27/2010 08:00:00,2,,,,23,88.7,1006.1,25,NE,12,0,0
7/27/2010 09:00:00,2,,,,23,83.6,1005.1,26,NE,18,0,0
7/27/2010 10:00:00,2,,,,23,78.82,1005.1,27,NE,24,0,0
7/27/2010 11:00:00,2,,,,23,78.82,1005.1,27,NE,30,0.2,0.2
7/27/2010 12:00:00,2,,,,23,78.82,1004.1,27,NE,34,0.1,0.3
7/27/2010 13:00:00,2,,,,23,70.17,1004.1,29,NE,39,0,0
7/27/2010 14:00:00,2,,,,23,66.25,1004.1,30,NE,45,0.9,0.9
7/27/2010 15:00:00,2,,,,23,74.35,1004.1,28,NE,51,0.1,1
7/27/2010 16:00:00,2,,,,23,74.35,1003.1,28,NE,57,0,0
7/27/2010 17:00:00,2,,,,23,70.17,1003.1,29,NE,63,0,0
7/27/2010 18:00:00,2,,,,22,69.98,1002,28,NW,5,0,0
7/27/2010 19:00:00,2,,,,22,74.19,1003.1,27,NE,5,0,0
7/27/2010 20:00:00,2,,,,22,74.19,1003.1,27,NW,5,0,0
7/27/2010 21:00:00,2,,,,22,78.68,1004.1,26,NW,9,0,0
7/27/2010 22:00:00,2,,,,22,78.68,1003.1,26,NW,13,0,0
7/27/2010 23:00:00,2,,,,22,78.68,1004.1,26,NW,16,0,0
7/28/2010 00:00:00,2,,,,22,78.68,1003.1,26,NW,20,0,0
7/28/2010 01:00:00,2,,,,22,83.48,1003.1,25,NW,23,0,0
7/28/2010 02:00:00,2,,,,22,83.48,1003.1,25,NW,27,0,0
7/28/2010 03:00:00,2,,,,22,83.48,1003.1,25,cv,0,0,0
7/28/2010 04:00:00,2,,,,22,83.48,1003.1,25,NW,3,0,0
7/28/2010 05:00:00,2,,,,22,83.48,1003.1,25,NW,4,0,0
7/28/2010 06:00:00,2,,,,23,88.7,1004.1,25,NW,5,0,0
7/28/2010 07:00:00,2,,,,23,83.6,1004.1,26,NW,7,0,0
7/28/2010 08:00:00,2,,,,23,74.35,1004.1,28,NW,10,0,0
7/28/2010 09:00:00,2,,,,23,70.17,1004.1,29,NW,12,0,0
7/28/2010 10:00:00,2,,,,23,66.25,1004.1,30,NW,16,0,0
7/28/2010 11:00:00,2,,,,22,58.89,1003.1,31,NW,20,0,0
7/28/2010 12:00:00,2,,,,23,59.13,1003.1,32,NW,23,0,0
7/28/2010 13:00:00,2,,,,23,59.13,1002,32,NW,24,0,0
7/28/2010 14:00:00,2,,,,23,55.89,1001,33,SW,3,0,0
7/28/2010 15:00:00,2,,,,23,59.13,1001,32,NW,4,0.1,0.1
7/28/2010 16:00:00,2,,,,25,83.82,1001,28,NE,4,4.1,4.2
7/28/2010 17:00:00,2,,,,25,74.69,1001,30,SE,2,0,0
7/28/2010 18:00:00,2,,,,25,74.69,1001,30,NE,2,0,0
7/28/2010 19:00:00,2,,,,24,70.36,1001,30,SE,3,0,0
7/28/2010 20:00:00,2,,,,24,74.52,1002,29,SE,6,0,0
7/28/2010 21:00:00,2,,,,24,74.52,1002,29,SE,8,0,0
7/28/2010 22:00:00,2,,,,24,74.52,1003.1,29,SE,10,0,0
7/28/2010 23:00:00,2,,,,25,79.11,1002,29,SE,12,0,0
7/29/2010 00:00:00,2,,,,24,78.97,1002,28,NW,2,0,0
7/29/2010 01:00:00,2,,,,23,74.35,1002,28,SW,2,0,0
7/29/2010 02:00:00,2,,,,23,78.82,1001,27,SW,4,0,0
7/29/2010 03:00:00,2,,,,23,78.82,1001,27,SW,6,0,0
7/29/2010 04:00:00,2,,,,23,78.82,1001,27,SW,9,0,0
7/29/2010 05:00:00,2,,,,23,83.6,1001,26,SW,11,0,0
7/29/2010 06:00:00,2,,,,24,83.71,1002,27,SW,13,0,0
7/29/2010 07:00:00,2,,,,25,83.82,1002,28,NW,1,0,0
7/29/2010 08:00:00,2,,,,25,79.11,1002,29,SW,1,0,0
7/29/2010 09:00:00,2,,,,24,70.36,1002,30,SW,3,0,0
7/29/2010 10:00:00,2,,,,25,63.01,1002,33,SW,5,0,0
7/29/2010 11:00:00,2,,,,24,56.14,1002,34,NW,2,0,0
7/29/2010 12:00:00,2,,,,22,47.07,1001,35,SW,3,0,0
7/29/2010 13:00:00,2,,,,22,44.55,1001,36,SW,5,0,0
7/29/2010 14:00:00,2,,,,22,44.55,1000,36,SW,7,0,0
7/29/2010 15:00:00,2,,,,24,50.27,999,36,SW,9,0,0
7/29/2010 16:00:00,2,,,,24,56.14,999,34,SE,4,0,0
7/29/2010 17:00:00,2,,,,26,66.86,999,33,NE,4,0,0
7/29/2010 18:00:00,2,,,,25,66.66,1000,32,SE,5,0,0
7/29/2010 19:00:00,2,,,,25,79.11,1001,29,NE,5,0.4,0.4
7/29/2010 20:00:00,2,,,,24,66.45,1002,31,SE,5,5.5,5.9
7/29/2010 21:00:00,2,,,,25,79.11,1002,29,SE,8,0.1,6
7/29/2010 22:00:00,2,,,,24,74.52,1002,29,SW,6,0,0
7/29/2010 23:00:00,2,,,,23,74.35,1002,28,SW,10,0,0
7/30/2010 00:00:00,2,,,,22,69.98,1002,28,SW,12,0,0
7/30/2010 01:00:00,2,,,,22,74.19,1002,27,cv,1,0,0
7/30/2010 02:00:00,2,,,,22,74.19,1002,27,SW,2,0,0
7/30/2010 03:00:00,2,,,,23,78.82,1002,27,SW,5,0,0
7/30/2010 04:00:00,2,,,,23,78.82,1002,27,SW,8,0,0
7/30/2010 05:00:00,2,,,,24,83.71,1002,27,SW,10,0,0
7/30/2010 06:00:00,2,,,,24,83.71,1003.1,27,SW,12,0,0
7/30/2010 07:00:00,2,,,,24,74.52,1003.1,29,SW,14,0,0
7/30/2010 08:00:00,2,,,,24,70.36,1003.1,30,SW,17,0,0
7/30/2010 09:00:00,2,,,,25,70.54,1004.1,31,SW,19,0,0
7/30/2010 10:00:00,2,,,,25,66.66,1003.1,32,SW,23,0,0
7/30/2010 11:00:00,2,,,,26,63.23,1003.1,34,SW,27,0,0
7/30/2010 12:00:00,2,,,,26,59.82,1003.1,35,SE,3,0,0
7/30/2010 13:00:00,2,,,,25,56.38,1002,35,SW,3,0,0
7/30/2010 14:00:00,2,,,,24,50.27,1002,36,SW,6,0,0
7/30/2010 15:00:00,2,,,,25,53.36,1001,36,SW,10,0,0
7/30/2010 16:00:00,2,,,,24,53.11,1002,35,SW,15,0,0
7/30/2010 17:00:00,2,,,,25,63.01,1001,33,SW,17,0,0
7/30/2010 18:00:00,2,,,,24,59.36,1003.1,33,SW,20,0,0
7/30/2010 19:00:00,2,,,,25,66.66,1003.1,32,SW,25,0,0
7/30/2010 20:00:00,2,,,,23,62.57,1003.1,31,SE,4,0,0
7/30/2010 21:00:00,2,,,,24,66.45,1004.1,31,SW,3,0,0
7/30/2010 22:00:00,2,,,,25,70.54,1004.1,31,SW,6,0,0
7/30/2010 23:00:00,2,,,,26,79.25,1004.1,30,SW,9,0,0
7/31/2010 00:00:00,2,,,,24,74.52,1004.1,29,SW,11,0,0
7/31/2010 01:00:00,2,,,,23,70.17,1003.1,29,SE,2,0,0
7/31/2010 02:00:00,2,,,,23,70.17,1003.1,29,SE,5,0,0
7/31/2010 03:00:00,2,,,,24,74.52,1003.1,29,SW,3,0,0
7/31/2010 04:00:00,2,,,,24,78.97,1003.1,28,SW,6,0,0
7/31/2010 05:00:00,2,,,,24,78.97,1004.1,28,SW,8,0,0
7/31/2010 06:00:00,2,,,,25,79.11,1004.1,29,SW,11,0,0
7/31/2010 07:00:00,2,,,,25,74.69,1005.1,30,SW,14,0,0
7/31/2010 08:00:00,2,,,,24,66.45,1005.1,31,SW,17,0,0
7/31/2010 09:00:00,2,,,,25,63.01,1005.1,33,SW,21,0,0
7/31/2010 10:00:00,2,,,,24,56.14,1004.1,34,SW,25,0,0
7/31/2010 11:00:00,2,,,,23,50.01,1004.1,35,SW,28,0,0
7/31/2010 12:00:00,2,,,,23,47.33,1003.1,36,SW,31,0,0
7/31/2010 13:00:00,2,,,,24,50.27,1003.1,36,SW,35,0,0
7/31/2010 14:00:00,2,,,,24,50.27,1003.1,36,SW,40,0,0
7/31/2010 15:00:00,2,,,,23,47.33,1003.1,36,SW,45,0,0
7/31/2010 16:00:00,2,,,,23,47.33,1003.1,36,SW,50,0,0
7/31/2010 17:00:00,2,,,,25,56.38,1003.1,35,SW,56,0,0
7/31/2010 18:00:00,2,,,,25,59.59,1003.1,34,SW,61,0,0
7/31/2010 19:00:00,2,,,,25,63.01,1004.1,33,SE,5,0,0
7/31/2010 20:00:00,2,,,,25,66.66,1005.1,32,SE,9,0,0
7/31/2010 21:00:00,2,,,,26,70.73,1005.1,32,SE,12,0,0
7/31/2010 22:00:00,2,,,,26,74.85,1005.1,31,SE,16,0,0
7/31/2010 23:00:00,2,,,,26,74.85,1005.1,31,SW,4,0,0
8/1/2010 00:00:00,2,,,,26,74.85,1005.1,31,SW,7,0,0
8/1/2010 01:00:00,2,,,,27,79.38,1005.1,31,SW,11,0,0
8/1/2010 02:00:00,2,,,,26,79.25,1005.1,30,SW,14,0,0
8/1/2010 03:00:00,2,,,,26,79.25,1005.1,30,SE,3,0,0
8/1/2010 04:00:00,2,,,,26,79.25,1005.1,30,SW,3,0,0
8/1/2010 05:00:00,2,,,,26,79.25,1006.1,30,SW,6,0,0
8/1/2010 06:00:00,2,,,,26,79.25,1007.1,30,SW,9,0,0
8/1/2010 07:00:00,2,,,,25,70.54,1007.1,31,SW,13,0,0
8/1/2010 08:00:00,2,,,,25,66.66,1007.1,32,SW,17,0,0
8/1/2010 09:00:00,2,,,,25,59.59,1008.1,34,SW,22,0,0
8/1/2010 10:00:00,2,,,,24,53.11,1008.1,35,SW,26,0,0
8/1/2010 11:00:00,2,,,,25,53.36,1008.1,36,SW,31,0,0
8/1/2010 12:00:00,2,,,,24,47.6,1007.1,37,NW,5,0,0
8/1/2010 13:00:00,2,,,,24,47.6,1007.1,37,NW,10,0,0
8/1/2010 14:00:00,2,,,,24,47.6,1006.1,37,SW,5,0,0
8/1/2010 15:00:00,2,,,,25,50.53,1006.1,37,NW,4,0,0
8/1/2010 16:00:00,2,,,,24,45.09,1006.1,38,NW,8,0,0
8/1/2010 17:00:00,2,,,,24,47.6,1006.1,37,NW,11,0,0
8/1/2010 18:00:00,2,,,,24,47.6,1007.1,37,SW,2,0,0
8/1/2010 19:00:00,2,,,,24,50.27,1007.1,36,SW,5,0,0
8/1/2010 20:00:00,2,,,,24,53.11,1007.1,35,SW,8,0,0
8/1/2010 21:00:00,2,,,,24,53.11,1008.1,35,SW,10,0,0
8/1/2010 22:00:00,2,,,,24,53.11,1008.1,35,SW,13,0,0
8/1/2010 23:00:00,2,,,,25,63.01,1008.1,33,SW,18,0,0
8/2/2010 00:00:00,2,,,,26,66.86,1008.1,33,SW,21,0,0
8/2/2010 01:00:00,2,,,,26,70.73,1007.1,32,SW,23,0,0
8/2/2010 02:00:00,2,,,,26,70.73,1007.1,32,SW,25,0,0
8/2/2010 03:00:00,2,,,,26,74.85,1007.1,31,SW,27,0,0
8/2/2010 04:00:00,2,,,,26,74.85,1007.1,31,SW,29,0,0
8/2/2010 05:00:00,2,,,,26,74.85,1007.1,31,SW,31,0,0
8/2/2010 06:00:00,2,,,,26,70.73,1008.1,32,SW,33,0,0
8/2/2010 07:00:00,2,,,,27,70.91,1008.1,33,NW,3,0,0
8/2/2010 08:00:00,2,,,,27,67.06,1008.1,34,NW,7,0,0
8/2/2010 09:00:00,2,,,,26,59.82,1008.1,35,NW,13,0,0
8/2/2010 10:00:00,2,,,,24,50.27,1008.1,36,NW,18,0,0
8/2/2010 11:00:00,2,,,,23,44.82,1008.1,37,NW,23,0,0
8/2/2010 12:00:00,2,,,,24,50.27,1007.1,36,NW,27,0,0
8/2/2010 13:00:00,2,,,,25,50.53,1006.1,37,NW,32,0,0
8/2/2010 14:00:00,2,,,,25,50.53,1006.1,37,NW,35,0,0
8/2/2010 15:00:00,2,,,,24,47.6,1006.1,37,NW,38,0,0
8/2/2010 16:00:00,2,,,,26,56.62,1005.1,36,SE,4,0,0
8/2/2010 17:00:00,2,,,,28,75.17,1005.1,33,SE,9,1.6,1.6
8/2/2010 18:00:00,2,,,,27,75.01,1005.1,32,SE,11,0,0
8/2/2010 19:00:00,2,,,,26,74.85,1006.1,31,SE,14,0,0
8/2/2010 20:00:00,2,,,,26,70.73,1006.1,32,SE,16,0,0
8/2/2010 21:00:00,2,,,,26,70.73,1006.1,32,SE,19,0,0
8/2/2010 22:00:00,2,,,,26,70.73,1006.1,32,SE,21,0,0
8/2/2010 23:00:00,2,,,,26,74.85,1006.1,31,SE,23,0,0
8/3/2010 00:00:00,2,,,,26,74.85,1006.1,31,SE,25,0,0
8/3/2010 01:00:00,2,,,,26,74.85,1005.1,31,SW,2,0,0
8/3/2010 02:00:00,2,,,,26,74.85,1005.1,31,SW,4,0,0
8/3/2010 03:00:00,2,,,,27,79.38,1005.1,31,SW,6,0,0
8/3/2010 04:00:00,2,,,,27,79.38,1005.1,31,SW,8,0,0
8/3/2010 05:00:00,2,,,,27,84.05,1005.1,30,cv,0,0,0
8/3/2010 06:00:00,2,,,,27,79.38,1005.1,31,cv,0,0,0
8/3/2010 07:00:00,2,,,,27,75.01,1006.1,32,SW,2,0,0
8/3/2010 08:00:00,2,,,,28,71.09,1006.1,34,NW,2,0,0
8/3/2010 09:00:00,2,,,,27,63.45,1006.1,35,NW,4,0,0
8/3/2010 10:00:00,2,,,,26,56.62,1005.1,36,NW,7,0,0
8/3/2010 11:00:00,2,,,,25,50.53,1005.1,37,NW,10,0,0
8/3/2010 12:00:00,2,,,,25,50.53,1004.1,37,NW,13,0,0
8/3/2010 13:00:00,2,,,,24,45.09,1004.1,38,NW,17,0,0
8/3/2010 14:00:00,2,,,,25,47.86,1003.1,38,NE,3,0,0
8/3/2010 15:00:00,2,,,,25,45.35,1003.1,39,cv,2,0,0
8/3/2010 16:00:00,2,,,,25,50.53,1002,37,SE,4,0,0
8/3/2010 17:00:00,2,,,,26,59.82,1002,35,SE,7,2.4,2.4
8/3/2010 18:00:00,2,,,,25,83.82,1003.1,28,NE,5,4.7,7.1
8/3/2010 19:00:00,2,,,,26,74.85,1003.1,31,NE,8,0,0
8/3/2010 20:00:00,2,,,,27,75.01,1004.1,32,NE,10,0,0
8/3/2010 21:00:00,2,,,,26,70.73,1004.1,32,SE,3,0,0
8/3/2010 22:00:00,2,,,,26,74.85,1004.1,31,SE,6,0,0
8/3/2010 23:00:00,2,,,,26,74.85,1004.1,31,SE,9,0,0
8/4/2010 00:00:00,2,,,,26,74.85,1004.1,31,SE,12,0,0
8/4/2010 01:00:00,2,,,,26,74.85,1003.1,31,SE,15,0,0
8/4/2010 02:00:00,2,,,,26,74.85,1003.1,31,SE,17,0,0
8/4/2010 03:00:00,2,,,,26,74.85,1003.1,31,SE,19,0,0
8/4/2010 04:00:00,2,,,,26,79.25,1003.1,30,SE,21,0,0
8/4/2010 05:00:00,2,,,,26,79.25,1004.1,30,SE,23,0,0
8/4/2010 06:00:00,2,,,,27,84.05,1004.1,30,SE,25,0,0
8/4/2010 07:00:00,2,,,,27,75.01,1004.1,32,SE,27,0,0
8/4/2010 08:00:00,2,,,,27,70.91,1005.1,33,SE,28,0.1,0.1
8/4/2010 09:00:00,2,,,,27,67.06,1005.1,34,SE,30,0,0
8/4/2010 10:00:00,2,,,,26,59.82,1005.1,35,SE,32,0,0
8/4/2010 11:00:00,2,,,,26,56.62,1004.1,36,SE,35,0,0
8/4/2010 12:00:00,2,,,,25,59.59,1004.1,34,SW,6,0,0
8/4/2010 13:00:00,2,,,,24,83.71,1004.1,27,SE,5,2.2,2.2
8/4/2010 14:00:00,2,,,,25,79.11,1004.1,29,NE,3,0,0
8/4/2010 15:00:00,2,,,,26,79.25,1004.1,30,SE,1,0,0
8/4/2010 16:00:00,2,,,,26,66.86,1004.1,33,cv,3,0,0
8/4/2010 17:00:00,2,,,,25,63.01,1004.1,33,SE,3,0,0
8/4/2010 18:00:00,2,,,,25,63.01,1004.1,33,SE,6,0,0
8/4/2010 19:00:00,2,,,,24,62.79,1005.1,32,SE,11,0,0
8/4/2010 20:00:00,2,,,,25,70.54,1005.1,31,SE,15,0,0
8/4/2010 21:00:00,2,,,,26,79.25,1005.1,30,SE,20,0,0
8/4/2010 22:00:00,2,,,,26,79.25,1005.1,30,SE,25,0,0
8/4/2010 23:00:00,2,,,,26,79.25,1006.1,30,SE,29,0,0
8/5/2010 00:00:00,2,,,,26,83.94,1006.1,29,SE,33,0,0
8/5/2010 01:00:00,2,,,,25,79.11,1006.1,29,SE,36,0,0
8/5/2010 02:00:00,2,,,,26,83.94,1006.1,29,SE,40,0,0
8/5/2010 03:00:00,2,,,,26,83.94,1006.1,29,SE,44,0,0
8/5/2010 04:00:00,2,,,,26,83.94,1006.1,29,SE,48,0,0
8/5/2010 05:00:00,2,,,,26,88.94,1006.1,28,SE,51,0,0
8/5/2010 06:00:00,2,,,,26,88.94,1007.1,28,SE,55,0,0
8/5/2010 07:00:00,2,,,,26,83.94,1008.1,29,SE,59,0,0
8/5/2010 08:00:00,2,,,,26,79.25,1008.1,30,SE,63,0,0
8/5/2010 09:00:00,2,,,,25,70.54,1007.1,31,SE,69,0,0
8/5/2010 10:00:00,2,,,,25,63.01,1007.1,33,SE,74,0,0
8/5/2010 11:00:00,2,,,,24,59.36,1007.1,33,SE,80,,
8/5/2010 12:00:00,2,,,,24,56.14,1007.1,34,SE,85,0,0
8/5/2010 13:00:00,2,,,,24,56.14,1007.1,34,SE,90,0,0
8/5/2010 14:00:00,2,,,,24,56.14,1007.1,34,SE,96,0,0
8/5/2010 15:00:00,2,,,,24,56.14,1006.1,34,SE,102,0,0
8/5/2010 16:00:00,2,,,,24,56.14,1006.1,34,SE,108,0,0
8/5/2010 17:00:00,2,,,,24,59.36,1006.1,33,SE,115,0,0
8/5/2010 18:00:00,2,,,,24,62.79,1006.1,32,SE,123,0,0
8/5/2010 19:00:00,2,,,,24,66.45,1008.1,31,SE,129,0,0
8/5/2010 20:00:00,2,,,,24,70.36,1009.1,30,SE,135,0,0
8/5/2010 21:00:00,2,,,,25,74.69,1010.2,30,SE,139,0,0
8/5/2010 22:00:00,2,,,,25,74.69,1010.2,30,SE,143,0,0
8/5/2010 23:00:00,2,,,,25,79.11,1010.2,29,SE,149,0,0
8/6/2010 00:00:00,2,,,,25,79.11,1010.2,29,SE,153,0,0
8/6/2010 01:00:00,2,,,,25,79.11,1009.1,29,SE,157,0,0
8/6/2010 02:00:00,2,,,,25,79.11,1009.1,29,SE,161,0,0
8/6/2010 03:00:00,2,,,,25,79.11,1008.1,29,SE,166,0,0
8/6/2010 04:00:00,2,,,,25,79.11,1009.1,29,SE,171,0,0
8/6/2010 05:00:00,2,,,,25,79.11,1009.1,29,SE,175,0.1,0.1
8/6/2010 06:00:00,2,,,,26,83.94,1010.2,29,SE,180,0.1,0.2
8/6/2010 07:00:00,2,,,,26,83.94,1010.8,29,SE,184,0,0
8/6/2010 08:00:00,2,,,,25,74.69,1010.8,30,SE,189,0,0
8/6/2010 09:00:00,2,,,,26,79.25,1011.9,30,SE,192,0,0
8/6/2010 10:00:00,2,,,,25,70.54,1011.9,31,SE,197,0,0
8/6/2010 11:00:00,2,,,,25,66.66,1010.8,32,SE,204,0,0
8/6/2010 12:00:00,2,,,,25,66.66,1010.8,32,SE,211,4,4
8/6/2010 13:00:00,2,,,,25,66.66,1010.2,32,SE,218,0,0
8/6/2010 14:00:00,2,,,,25,66.66,1010.2,32,SE,224,0,0
8/6/2010 15:00:00,2,,,,26,66.86,1010.2,33,SE,229,0,0
8/6/2010 16:00:00,2,,,,26,88.94,1010.2,28,SE,233,0,0
8/6/2010 17:00:00,2,,,,26,79.25,1010.8,30,SE,238,0.1,0.1
8/6/2010 18:00:00,2,,,,26,79.25,1010.8,30,SE,243,0,0
8/6/2010 19:00:00,2,,,,25,74.69,1010.8,30,SE,249,0,0
8/6/2010 20:00:00,2,,,,25,79.11,1011.9,29,SE,254,0,0
8/6/2010 21:00:00,2,,,,25,79.11,1011.9,29,SE,260,0,0
8/6/2010 22:00:00,2,,,,26,83.94,1011.9,29,SE,265,0,0
8/6/2010 23:00:00,2,,,,25,79.11,1011.9,29,SE,270,0,0
8/7/2010 00:00:00,2,,,,25,79.11,1011.9,29,SE,275,0,0
8/7/2010 01:00:00,2,,,,25,79.11,1010.8,29,SE,280,0,0
8/7/2010 02:00:00,2,,,,25,83.82,1010.8,28,SE,284,0,0
8/7/2010 03:00:00,2,,,,25,83.82,1010.2,28,SE,288,0,0
8/7/2010 04:00:00,2,,,,25,83.82,1010.2,28,SE,292,0,0
8/7/2010 05:00:00,2,,,,25,83.82,1010.8,28,SE,296,0,0
8/7/2010 06:00:00,2,,,,25,83.82,1010.8,28,SE,301,0,0
8/7/2010 07:00:00,2,,,,25,79.11,1010.8,29,SE,306,0,0
8/7/2010 08:00:00,2,,,,24,70.36,1010.8,30,SE,311,0,0
8/7/2010 09:00:00,2,,,,23,62.57,1010.8,31,SE,316,0,0
8/7/2010 10:00:00,2,,,,24,62.79,1010.8,32,SE,321,0,0
8/7/2010 11:00:00,2,,,,23,59.13,1010.2,32,SE,326,0,0
8/7/2010 12:00:00,2,,,,23,59.13,1010.2,32,SE,332,0,0
8/7/2010 13:00:00,2,,,,22,52.6,1009.1,33,SE,338,0,0
8/7/2010 14:00:00,2,,,,21,49.49,1009.1,33,SE,344,0,0
8/7/2010 15:00:00,2,,,,21,49.49,1009.1,33,SE,350,0,0
8/7/2010 16:00:00,2,,,,22,55.65,1008.1,32,SE,355,0,0
8/7/2010 17:00:00,2,,,,22,58.89,1008.1,31,SE,361,0,0
8/7/2010 18:00:00,2,,,,22,62.35,1008.1,30,SE,367,0,0
8/7/2010 19:00:00,2,,,,22,62.35,1009.1,30,SE,372,0,0
8/7/2010 20:00:00,2,,,,23,70.17,1009.1,29,SE,377,0,0
8/7/2010 21:00:00,2,,,,23,70.17,1010.2,29,SE,383,0,0
8/7/2010 22:00:00,2,,,,24,78.97,1010.2,28,SE,387,0,0
8/7/2010 23:00:00,2,,,,24,78.97,1009.1,28,SE,392,0,0
8/8/2010 00:00:00,2,,,,24,78.97,1009.1,28,SE,397,0,0
8/8/2010 01:00:00,2,,,,24,78.97,1008.1,28,SE,401,0,0
8/8/2010 02:00:00,2,,,,24,78.97,1008.1,28,SE,404,0,0
8/8/2010 03:00:00,2,,,,24,83.71,1008.1,27,SE,407,0,0
8/8/2010 04:00:00,2,,,,24,83.71,1008.1,27,SE,411,0,0
8/8/2010 05:00:00,2,,,,24,83.71,1008.1,27,SE,414,0,0
8/8/2010 06:00:00,2,,,,24,83.71,1008.1,27,SE,417,0,0
8/8/2010 07:00:00,2,,,,23,74.35,1008.1,28,SE,422,0,0
8/8/2010 08:00:00,2,,,,22,66.04,1008.1,29,SE,426,0,0
8/8/2010 09:00:00,2,,,,23,66.25,1008.1,30,SE,430,0,0
8/8/2010 10:00:00,2,,,,22,58.89,1008.1,31,SE,435,0,0
8/8/2010 11:00:00,2,,,,23,62.57,1007.1,31,SE,439,0,0
8/8/2010 12:00:00,2,,,,23,59.13,1006.1,32,NE,6,0,0
8/8/2010 13:00:00,2,,,,21,52.35,1006.1,32,SE,5,0,0
8/8/2010 14:00:00,2,,,,21,49.49,1005.1,33,SE,9,0,0
8/8/2010 15:00:00,2,,,,23,59.13,1004.1,32,SE,14,0,0
8/8/2010 16:00:00,2,,,,23,59.13,1004.1,32,SE,19,0,0
8/8/2010 17:00:00,2,,,,23,59.13,1004.1,32,NE,6,0,0
8/8/2010 18:00:00,2,,,,23,62.57,1004.1,31,NE,11,0,0
8/8/2010 19:00:00,2,,,,24,70.36,1004.1,30,SE,5,0,0
8/8/2010 20:00:00,2,,,,24,74.52,1005.1,29,SE,10,0,0
8/8/2010 21:00:00,2,,,,24,74.52,1005.1,29,SE,14,0,0
8/8/2010 22:00:00,2,,,,24,74.52,1006.1,29,SE,18,0,0
8/8/2010 23:00:00,2,,,,25,79.11,1005.1,29,SE,22,0,0
8/9/2010 00:00:00,2,,,,25,83.82,1005.1,28,SE,26,0,0
8/9/2010 01:00:00,2,,,,25,83.82,1005.1,28,SE,29,0,0
8/9/2010 02:00:00,2,,,,24,78.97,1004.1,28,SE,32,0,0
8/9/2010 03:00:00,2,,,,24,78.97,1004.1,28,SE,35,0,0
8/9/2010 04:00:00,2,,,,24,78.97,1004.1,28,SE,38,0,0
8/9/2010 05:00:00,2,,,,25,83.82,1004.1,28,NE,3,0,0
8/9/2010 06:00:00,2,,,,25,83.82,1004.1,28,NE,5,0,0
8/9/2010 07:00:00,2,,,,25,79.11,1004.1,29,NE,8,0,0
8/9/2010 08:00:00,2,,,,25,74.69,1004.1,30,NE,11,0,0
