Date,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
4/5/2010 21:00:00,1,,,,12,77.17,1012.9,16,SW,7,0,0
4/5/2010 22:00:00,1,,,,11,72.23,1012.9,16,SW,8,0,0
4/5/2010 23:00:00,1,,,,12,82.27,1014.9,15,SW,11,0,0
4/6/2010 00:00:00,1,,,,12,82.27,1014.9,15,cv,1,0,0
4/6/2010 01:00:00,1,,,,12,82.27,1015.9,15,cv,2,0.4,0.4
4/6/2010 02:00:00,1,,,,12,82.27,1018,15,SW,1,0.8,1.2
4/6/2010 03:00:00,1,,,,13,93.7,1016.9,14,cv,0,0.1,1.3
4/6/2010 04:00:00,1,,,,13,93.7,1016.9,14,cv,1,0.1,1.4
4/6/2010 05:00:00,1,,,,13,93.7,1018,14,SW,2,0,0
4/6/2010 06:00:00,1,,,,13,93.7,1018,14,cv,0,0,0
4/6/2010 07:00:00,1,,,,12,93.65,1019,13,cv,0,0,0
4/6/2010 08:00:00,1,,,,13,93.7,1020,14,SW,2,0,0
4/6/2010 09:00:00,1,,,,13,93.7,1022,14,cv,1,0,0
4/6/2010 10:00:00,1,,,,13,87.84,1022,15,SW,1,0,0
4/6/2010 11:00:00,1,,,,13,77.32,1022,17,NW,2,0,0
4/6/2010 12:00:00,1,,,,11,59.78,1021,19,SW,2,0,0
4/6/2010 13:00:00,1,,,,6,42.61,1021,19,NE,3,0,0
4/6/2010 14:00:00,1,,,,5,39.75,1020,19,NE,6,0,0
4/6/2010 15:00:00,1,,,,5,42.32,1020,18,NE,10,0,0
4/6/2010 16:00:00,1,,,,7,48.59,1019,18,NE,13,0,0
4/6/2010 17:00:00,1,,,,7,51.75,1019,17,NE,18,0.6,0.6
4/6/2010 18:00:00,1,,,,11,77.01,1020,15,NE,22,1.4,2
4/6/2010 19:00:00,1,,,,11,82.14,1021,14,NW,2,0.6,2.6
4/6/2010 20:00:00,1,,,,11,87.66,1021,13,NW,4,1.8,4.4
4/6/2010 21:00:00,1,,,,11,87.66,1023,13,cv,0.51,1.8,6.2
4/6/2010 22:00:00,1,,,,11,87.66,1024,13,NE,1.54,0.4,6.6
4/6/2010 23:00:00,1,,,,11,93.6,1024,12,NW,2,0.3,6.9
4/7/2010 00:00:00,1,,,,11,93.6,1024,12,NW,4,0.1,7
4/7/2010 01:00:00,1,,,,11,93.6,1024,12,cv,1,0.1,7.1
4/7/2010 02:00:00,1,,,,11,93.6,1024,12,cv,2,0.1,7.2
4/7/2010 03:00:00,1,,,,10,87.57,1023,12,NW,2,0,0
4/7/2010 04:00:00,1,,,,10,87.57,1023,12,NW,4,0.1,0.1
4/7/2010 05:00:00,1,,,,10,87.57,1022,12,NW,6,0,0
4/7/2010 06:00:00,1,,,,10,87.57,1022,12,NW,9,0,0
4/7/2010 07:00:00,1,,,,10,87.57,1022,12,NW,12,0,0
4/7/2010 08:00:00,1,,,,11,93.6,1023,12,NW,14,0,0
4/7/2010 09:00:00,1,,,,11,93.6,1023,12,NW,16,0,0
4/7/2010 10:00:00,1,,,,11,93.6,1023,12,NW,19,0,0
4/7/2010 11:00:00,1,,,,11,93.6,1023,12,NW,22,0,0
4/7/2010 12:00:00,1,,,,11,87.66,1022,13,NW,26,0,0
4/7/2010 13:00:00,1,,,,11,87.66,1022,13,NW,29,0,0
4/7/2010 14:00:00,1,,,,11,82.14,1021,14,NE,6,0,0
4/7/2010 15:00:00,1,,,,11,82.14,1021,14,NE,12,0,0
4/7/2010 16:00:00,1,,,,11,82.14,1021,14,NE,17,0,0
4/7/2010 17:00:00,1,,,,11,82.14,1021,14,NW,5,0,0
4/7/2010 18:00:00,1,,,,11,82.14,1022,14,NE,5,0,0
4/7/2010 19:00:00,1,,,,10,76.84,1023,14,NE,9,0,0
4/7/2010 20:00:00,1,,,,11,82.14,1024,14,NW,2,0,0
4/7/2010 21:00:00,1,,,,10,76.84,1025.1,14,cv,1,0,0
4/7/2010 22:00:00,1,,,,11,87.66,1025.1,13,SW,2,0,0
4/7/2010 23:00:00,1,,,,10,87.57,1025.1,12,NW,1,0,0
4/8/2010 00:00:00,1,,,,11,93.6,1025.1,12,NE,2,0,0
4/8/2010 01:00:00,1,,,,11,93.6,1024,12,cv,1,0,0
4/8/2010 02:00:00,1,,,,10,87.57,1022,12,cv,1,0,0
4/8/2010 03:00:00,1,,,,9,93.5,1021,10,cv,2,0,0
4/8/2010 04:00:00,1,,,,9,93.5,1020,10,cv,2,0,0
4/8/2010 05:00:00,1,,,,8,93.45,1019,9,cv,2,0,0
4/8/2010 06:00:00,1,,,,9,100,1019,9,SE,1,0,0
4/8/2010 07:00:00,1,,,,9,100,1018,9,cv,1,0,0
4/8/2010 08:00:00,1,,,,10,100,1019,10,SE,2,0,0
4/8/2010 09:00:00,1,,,,11,100,1018,11,SE,4,0,0
4/8/2010 10:00:00,1,,,,11,93.6,1018,12,NE,2,0,0
4/8/2010 11:00:00,1,,,,10,76.84,1016.9,14,SE,3,0,0
4/8/2010 12:00:00,1,,,,10,72.04,1015.9,15,cv,2,0,0
4/8/2010 13:00:00,1,,,,10,72.04,1013.9,15,cv,3,0,0
4/8/2010 14:00:00,1,,,,10,72.04,1012.9,15,cv,4,0,0
4/8/2010 15:00:00,1,,,,8,55.41,1011.9,17,NE,2,0,0
4/8/2010 16:00:00,1,,,,8,55.41,1010.2,17,NE,4,0,0
4/8/2010 17:00:00,1,,,,8,59.04,1010.2,16,NE,6,0,0
4/8/2010 18:00:00,1,,,,10,72.04,1010.2,15,NW,3,0,0
4/8/2010 19:00:00,1,,,,9,67.36,1010.8,15,NW,6,0,0
4/8/2010 20:00:00,1,,,,11,82.14,1011.9,14,cv,1,0,0
4/8/2010 21:00:00,1,,,,11,82.14,1012.9,14,NW,3,0,0
4/8/2010 22:00:00,1,,,,11,82.14,1013.9,14,NW,7,0,0
4/8/2010 23:00:00,1,,,,11,82.14,1013.9,14,cv,1,0,0
4/9/2010 00:00:00,1,,,,11,87.66,1012.9,13,cv,2,0,0
4/9/2010 01:00:00,1,,,,11,87.66,1012.9,13,cv,3,0,0
4/9/2010 02:00:00,1,,,,11,87.66,1011.9,13,cv,4,0,0
4/9/2010 03:00:00,1,,,,11,87.66,1010.8,13,cv,5,0,0
4/9/2010 04:00:00,1,,,,11,87.66,1010.2,13,cv,6,0,0
4/9/2010 05:00:00,1,,,,11,87.66,1010.2,13,cv,6,0,0
4/9/2010 06:00:00,1,,,,11,93.6,1010.2,12,cv,7,0,0
4/9/2010 07:00:00,1,,,,11,93.6,1010.2,12,cv,7,0,0
4/9/2010 08:00:00,1,,,,11,87.66,1010.2,13,cv,8,0,0
4/9/2010 09:00:00,1,,,,11,87.66,1010.8,13,cv,8,0,0
4/9/2010 10:00:00,1,,,,11,82.14,1010.8,14,cv,9,0,0
4/9/2010 11:00:00,1,,,,11,82.14,1010.8,14,NW,2,0,0
4/9/2010 12:00:00,1,,,,12,87.75,1010.2,14,NE,2,0,0
4/9/2010 13:00:00,1,,,,12,82.27,1009.1,15,cv,1,0,0
4/9/2010 14:00:00,1,,,,11,77.01,1008.1,15,NW,2,0,0
4/9/2010 15:00:00,1,,,,11,77.01,1007.1,15,NW,4,0,0
4/9/2010 16:00:00,1,,,,10,67.57,1006.1,16,cv,1,0,0
4/9/2010 17:00:00,1,,,,9,63.18,1006.1,16,cv,1,0,0
4/9/2010 18:00:00,1,,,,10,67.57,1007.1,16,cv,1,0,0
4/9/2010 19:00:00,1,,,,11,77.01,1007.1,15,SW,3,0,0
4/9/2010 20:00:00,1,,,,11,82.14,1007.1,14,SW,5,0,0
4/9/2010 21:00:00,1,,,,11,82.14,1008.1,14,SW,7,0,0
4/9/2010 22:00:00,1,,,,12,87.75,1009.1,14,cv,1,0,0
4/9/2010 23:00:00,1,,,,11,87.66,1010.2,13,SW,2,0,0
4/10/2010 00:00:00,1,,,,11,87.66,1010.2,13,cv,0,0,0
4/10/2010 01:00:00,1,,,,10,87.57,1010.2,12,cv,0,0,0
4/10/2010 02:00:00,1,,,,11,100,1009.1,11,cv,0,0,0
4/10/2010 03:00:00,1,,,,10,93.55,1008.1,11,cv,0,0,0
4/10/2010 04:00:00,1,,,,12,100,1008.1,12,cv,1,0,0
4/10/2010 05:00:00,1,,,,11,93.6,1009.1,12,cv,2,0,0
4/10/2010 06:00:00,1,,,,11,93.6,1009.1,12,cv,2,0,0
4/10/2010 07:00:00,1,,,,11,93.6,1009.1,12,cv,2,0,0
4/10/2010 08:00:00,1,,,,12,100,1010.2,12,cv,3,0,0
4/10/2010 09:00:00,1,,,,12,93.65,1010.8,13,cv,4,0,0
4/10/2010 10:00:00,1,,,,12,87.75,1010.8,14,cv,5,0,0
4/10/2010 11:00:00,1,,,,11,77.01,1010.8,15,cv,6,0,0
4/10/2010 12:00:00,1,,,,11,67.78,1010.2,17,cv,7,0,0
4/10/2010 13:00:00,1,,,,11,59.78,1009.1,19,SE,2,0,0
4/10/2010 14:00:00,1,,,,10,52.56,1007.1,20,SE,4,0,0
4/10/2010 15:00:00,1,,,,10,52.56,1006.1,20,cv,1,0,0
4/10/2010 16:00:00,1,,,,9,49.15,1006.1,20,cv,1,0,0
4/10/2010 17:00:00,1,,,,9,49.15,1005.1,20,cv,2,0,0
4/10/2010 18:00:00,1,,,,9,49.15,1006.1,20,cv,4,0,0
4/10/2010 19:00:00,1,,,,9,52.3,1006.1,19,cv,6,0,0
4/10/2010 20:00:00,1,,,,11,67.78,1006.1,17,cv,6,0,0
4/10/2010 21:00:00,1,,,,12,72.42,1007.1,17,SE,2,0,0
4/10/2010 22:00:00,1,,,,12,72.42,1008.1,17,SE,4,0,0
4/10/2010 23:00:00,1,,,,13,82.4,1008.1,16,cv,1,0,0
4/11/2010 00:00:00,1,,,,13,87.84,1008.1,15,cv,2,0,0
4/11/2010 01:00:00,1,,,,12,82.27,1007.1,15,cv,3,0,0
4/11/2010 02:00:00,1,,,,13,93.7,1006.1,14,cv,3,0,0
4/11/2010 03:00:00,1,,,,12,93.65,1006.1,13,cv,3,0,0
4/11/2010 04:00:00,1,,,,12,87.75,1005.1,14,SE,2,0,0
4/11/2010 05:00:00,1,,,,13,93.7,1005.1,14,cv,1,0,0
4/11/2010 06:00:00,1,,,,12,93.65,1005.1,13,SE,1,0,0
4/11/2010 07:00:00,1,,,,13,93.7,1005.1,14,cv,0,0,0
4/11/2010 08:00:00,1,,,,13,93.7,1007.1,14,cv,0,0,0
4/11/2010 09:00:00,1,,,,13,87.84,1007.1,15,cv,1,0,0
4/11/2010 10:00:00,1,,,,14,87.93,1008.1,16,cv,2,0,0
4/11/2010 11:00:00,1,,,,14,82.52,1007.1,17,cv,3,0,0
4/11/2010 12:00:00,1,,,,12,60.03,1007.1,20,cv,4,0,0
4/11/2010 13:00:00,1,,,,12,56.44,1006.1,21,cv,5,0,0
4/11/2010 14:00:00,1,,,,13,60.27,1005.1,21,cv,7,0,0
4/11/2010 15:00:00,1,,,,12,53.1,1004.1,22,cv,8,0,0
4/11/2010 16:00:00,1,,,,12,53.1,1003.1,22,SE,2,0,0
4/11/2010 17:00:00,1,,,,11,49.7,1003.1,22,cv,1,0,0
4/11/2010 18:00:00,1,,,,12,60.03,1005.1,20,SE,3,0,0
4/11/2010 19:00:00,1,,,,12,60.03,1005.1,20,SE,6,0,0
4/11/2010 20:00:00,1,,,,13,68.2,1006.1,19,SW,2,0,0
4/11/2010 21:00:00,1,,,,13,68.2,1007.1,19,SE,2,0,0
4/11/2010 22:00:00,1,,,,14,77.48,1008.1,18,cv,0,0,0
4/11/2010 23:00:00,1,,,,15,88.02,1008.1,17,cv,0,0,0
4/12/2010 00:00:00,1,,,,14,82.52,1008.1,17,SW,2,0,0
4/12/2010 01:00:00,1,,,,14,82.52,1008.1,17,cv,1,0,0
4/12/2010 02:00:00,1,,,,14,87.93,1007.1,16,cv,3,0,0
4/12/2010 03:00:00,1,,,,14,87.93,1007.1,16,cv,3,0,0
4/12/2010 04:00:00,1,,,,13,87.84,1006.1,15,cv,3,0,0
4/12/2010 05:00:00,1,,,,13,93.7,1006.1,14,cv,3,0,0
4/12/2010 06:00:00,1,,,,12,93.65,1006.1,13,cv,3,0,0
4/12/2010 07:00:00,1,,,,13,100,1007.1,13,NW,1,0,0
4/12/2010 08:00:00,1,,,,15,100,1008.1,15,cv,0,0,0
4/12/2010 09:00:00,1,,,,15,93.8,1009.1,16,cv,0,0.2,0.2
4/12/2010 10:00:00,1,,,,15,88.02,1010.2,17,cv,0,0,0
4/12/2010 11:00:00,1,,,,15,82.65,1010.2,18,cv,1,0,0
4/12/2010 12:00:00,1,,,,15,82.65,1010.2,18,NW,2,0,0
4/12/2010 13:00:00,1,,,,15,88.02,1010.2,17,NW,4,0.1,0.1
4/12/2010 14:00:00,1,,,,15,88.02,1010.2,17,NW,6,0,0
4/12/2010 15:00:00,1,,,,15,88.02,1010.2,17,NW,9,0.1,0.1
4/12/2010 16:00:00,1,,,,15,93.8,1009.1,16,cv,1,0,0
4/12/2010 17:00:00,1,,,,15,93.8,1010.2,16,NW,4,0,0
4/12/2010 18:00:00,1,,,,12,82.27,1011.9,15,NW,12,0,0
4/12/2010 19:00:00,1,,,,11,82.14,1013.9,14,NE,8,0,0
4/12/2010 20:00:00,1,,,,10,76.84,1014.9,14,NW,5,0,0
4/12/2010 21:00:00,1,,,,9,71.85,1016.9,14,NW,7,0,0
4/12/2010 22:00:00,1,,,,8,67.15,1018,14,NW,9,0,0
4/12/2010 23:00:00,1,,,,8,67.15,1019,14,cv,1,0,0
4/13/2010 00:00:00,1,,,,8,67.15,1019,14,NE,2,0,0
4/13/2010 01:00:00,1,,,,6,58.54,1019,14,NW,2,0,0
4/13/2010 02:00:00,1,,,,4,50.92,1019,14,NW,4,0,0
4/13/2010 03:00:00,1,,,,3,50.65,1018,13,NW,6,0,0
4/13/2010 04:00:00,1,,,,2,47.17,1016.9,13,NE,3,0,0
4/13/2010 05:00:00,1,,,,0,40.84,1018,13,NE,7,0,0
4/13/2010 06:00:00,1,,,,1,46.88,1018,12,NE,11,0,0
4/13/2010 07:00:00,1,,,,2,50.36,1019,12,NE,15,0,0
4/13/2010 08:00:00,1,,,,3,57.77,1020,11,NW,3,0,0
4/13/2010 09:00:00,1,,,,3,57.77,1020,11,NW,6,0,0
4/13/2010 10:00:00,1,,,,3,57.77,1020,11,NW,11,0,0
4/13/2010 11:00:00,1,,,,3,57.77,1020,11,NE,5,0,0
4/13/2010 12:00:00,1,,,,4,62,1019,11,NW,4,0,0
4/13/2010 13:00:00,1,,,,5,66.49,1019,11,NE,3,0,0
4/13/2010 14:00:00,1,,,,6,76.18,1018,10,NE,6,0,0
4/13/2010 15:00:00,1,,,,7,81.61,1015.9,10,NW,2,0,0
4/13/2010 16:00:00,1,,,,7,81.61,1014.9,10,NE,4,0,0
4/13/2010 17:00:00,1,,,,8,93.45,1013.9,9,NE,8,0.1,0.1
4/13/2010 18:00:00,1,,,,8,93.45,1013.9,9,NE,12,0.3,0.4
4/13/2010 19:00:00,1,,,,8,93.45,1013.9,9,NE,15,0,0
4/13/2010 20:00:00,1,,,,8,93.45,1013.9,9,NE,19,0.1,0.1
4/13/2010 21:00:00,1,,,,7,87.28,1014.9,9,NW,3,0.1,0.2
4/13/2010 22:00:00,1,,,,8,93.45,1016.9,9,NW,6,0.2,0.4
4/13/2010 23:00:00,1,,,,8,93.45,1015.9,9,NE,4,2.8,3.2
4/14/2010 00:00:00,1,,,,7,87.28,1016.9,9,NW,2,0,0
4/14/2010 01:00:00,1,,,,7,87.28,1016.9,9,NW,5,0,0
4/14/2010 02:00:00,1,,,,7,87.28,1016.9,9,NE,5,0,0
4/14/2010 03:00:00,1,,,,7,87.28,1018,9,NE,12,0.2,0.2
4/14/2010 04:00:00,1,,,,7,93.4,1019,8,NE,18,0.1,0.3
4/14/2010 05:00:00,1,,,,6,87.19,1019,8,NE,26,0,0
4/14/2010 06:00:00,1,,,,6,87.19,1020,8,NE,31,0,0
4/14/2010 07:00:00,1,,,,6,87.19,1022,8,NW,2,0,0
4/14/2010 08:00:00,1,,,,6,87.19,1024,8,NW,4,0,0
4/14/2010 09:00:00,1,,,,5,81.34,1025.1,8,NW,6,1,1
4/14/2010 10:00:00,1,,,,6,87.19,1026.1,8,NW,8,0,0
4/14/2010 11:00:00,1,,,,6,87.19,1025.1,8,cv,1,0,0
4/14/2010 12:00:00,1,,,,6,81.48,1025.1,9,cv,1,0,0
4/14/2010 13:00:00,1,,,,6,71.27,1024,11,NW,2,0,0
4/14/2010 14:00:00,1,,,,6,66.71,1023,12,NW,4,0,0
4/14/2010 15:00:00,1,,,,2,47.17,1022,13,NW,6,0,0
4/14/2010 16:00:00,1,,,,0,40.84,1021,13,NE,3,0,0
4/14/2010 17:00:00,1,,,,0,40.84,1020,13,cv,1,0,0
4/14/2010 18:00:00,1,,,,2,47.17,1021,13,NE,2,0,0
4/14/2010 19:00:00,1,,,,3,50.65,1020,13,NE,4,0,0
4/14/2010 20:00:00,1,,,,5,62.24,1022,12,SW,2,0,0
4/14/2010 21:00:00,1,,,,7,71.47,1022,12,SE,2,0,0
4/14/2010 22:00:00,1,,,,7,71.47,1024,12,SE,4,0,0
4/14/2010 23:00:00,1,,,,6,71.27,1024,11,cv,1,0,0
4/15/2010 00:00:00,1,,,,8,81.75,1025.1,11,cv,2,0,0
4/15/2010 01:00:00,1,,,,8,87.38,1025.1,10,cv,2,0,0
4/15/2010 02:00:00,1,,,,8,87.38,1025.1,10,cv,2,0,0
4/15/2010 03:00:00,1,,,,8,87.38,1025.1,10,cv,2,0,0
4/15/2010 04:00:00,1,,,,8,87.38,1025.1,10,cv,2,0,0
4/15/2010 05:00:00,1,,,,8,87.38,1025.1,10,cv,2,0,0
4/15/2010 06:00:00,1,,,,8,87.38,1025.1,10,SW,2,0,0
4/15/2010 07:00:00,1,,,,8,87.38,1025.1,10,SW,3,0,0
4/15/2010 08:00:00,1,,,,8,87.38,1026.1,10,SW,5,0,0
4/15/2010 09:00:00,1,,,,8,81.75,1025.1,11,SW,8,0,0
4/15/2010 10:00:00,1,,,,7,71.47,1025.1,12,SW,11,0,0
4/15/2010 11:00:00,1,,,,6,58.54,1024,14,SW,13,0,0
4/15/2010 12:00:00,1,,,,4,44.78,1023,16,SW,16,0,0
4/15/2010 13:00:00,1,,,,3,36.77,1022,18,SW,20,0,0
4/15/2010 14:00:00,1,,,,4,42.02,1021,17,cv,1,0,0
4/15/2010 15:00:00,1,,,,4,39.46,1020,18,cv,3,0,0
4/15/2010 16:00:00,1,,,,4,39.46,1020,18,cv,5,0,0
4/15/2010 17:00:00,1,,,,5,42.32,1020,18,SE,4,0,0
4/15/2010 18:00:00,1,,,,5,45.07,1020,17,SE,8,0,0
4/15/2010 19:00:00,1,,,,5,48.03,1021,16,SE,12,0,0
4/15/2010 20:00:00,1,,,,5,48.03,1022,16,SE,15,0,0
4/15/2010 21:00:00,1,,,,6,54.88,1022,15,SE,18,0,0
4/15/2010 22:00:00,1,,,,6,54.88,1023,15,cv,1,0,0
4/15/2010 23:00:00,1,,,,7,62.71,1023,14,SW,2,0,0
4/16/2010 00:00:00,1,,,,7,66.93,1023,13,cv,1,0,0
4/16/2010 01:00:00,1,,,,7,66.93,1023,13,cv,2,0,0
4/16/2010 02:00:00,1,,,,8,81.75,1022,11,cv,3,0,0
4/16/2010 03:00:00,1,,,,8,81.75,1021,11,cv,3,0,0
4/16/2010 04:00:00,1,,,,8,87.38,1020,10,cv,3,0,0
4/16/2010 05:00:00,1,,,,8,87.38,1020,10,cv,3,0,0
4/16/2010 06:00:00,1,,,,8,87.38,1020,10,cv,3,0,0
4/16/2010 07:00:00,1,,,,9,87.47,1021,11,NW,1,0,0
4/16/2010 08:00:00,1,,,,10,87.57,1021,12,cv,0,0,0
4/16/2010 09:00:00,1,,,,9,71.85,1022,14,cv,1,0,0
4/16/2010 10:00:00,1,,,,8,62.95,1021,15,cv,2,0,0
4/16/2010 11:00:00,1,,,,8,55.41,1021,17,cv,3,0,0
4/16/2010 12:00:00,1,,,,7,48.59,1020,18,cv,4,0,0
4/16/2010 13:00:00,1,,,,7,42.9,1019,20,SE,2,0,0
4/16/2010 14:00:00,1,,,,6,45.36,1016.9,18,SE,4,0,0
4/16/2010 15:00:00,1,,,,7,48.59,1015.9,18,SE,7,0,0
4/16/2010 16:00:00,1,,,,7,51.75,1015.9,17,SE,9,0,0
4/16/2010 17:00:00,1,,,,7,51.75,1015.9,17,cv,1,0,0
4/16/2010 18:00:00,1,,,,7,51.75,1015.9,17,cv,1,0,0
4/16/2010 19:00:00,1,,,,8,59.04,1015.9,16,cv,2,0,0
4/16/2010 20:00:00,1,,,,8,59.04,1016.9,16,NW,1,0,0
4/16/2010 21:00:00,1,,,,9,67.36,1018,15,NW,3,0,0
4/16/2010 22:00:00,1,,,,9,67.36,1018,15,cv,1,0,0
4/16/2010 23:00:00,1,,,,10,76.84,1019,14,cv,1,0,0
4/17/2010 00:00:00,1,,,,10,76.84,1019,14,cv,1,0,0
4/17/2010 01:00:00,1,,,,11,82.14,1018,14,cv,1,0,0
4/17/2010 02:00:00,1,,,,11,82.14,1018,14,NW,1,0,0
4/17/2010 03:00:00,1,,,,10,76.84,1016.9,14,NW,3,0,0
4/17/2010 04:00:00,1,,,,11,82.14,1015.9,14,cv,0,0,0
4/17/2010 05:00:00,1,,,,11,87.66,1015.9,13,cv,0,0,0
4/17/2010 06:00:00,1,,,,11,87.66,1015.9,13,cv,0,0,0
4/17/2010 07:00:00,1,,,,11,87.66,1015.9,13,cv,0,0,0
4/17/2010 08:00:00,1,,,,11,87.66,1016.9,13,cv,0,0,0
4/17/2010 09:00:00,1,,,,11,82.14,1016.9,14,cv,0,0,0
4/17/2010 10:00:00,1,,,,11,77.01,1016.9,15,cv,0,0,0
4/17/2010 11:00:00,1,,,,11,72.23,1016.9,16,cv,0,0,0
4/17/2010 12:00:00,1,,,,10,63.41,1016.9,17,cv,1,0,0
4/17/2010 13:00:00,1,,,,8,52.02,1015.9,18,cv,2,0,0
4/17/2010 14:00:00,1,,,,9,55.67,1014.9,18,cv,3,0,0
4/17/2010 15:00:00,1,,,,9,59.29,1013.9,17,SW,1,0,0
4/17/2010 16:00:00,1,,,,9,59.29,1013.9,17,cv,0,0,0
4/17/2010 17:00:00,1,,,,9,59.29,1012.9,17,NE,2,0,0
4/17/2010 18:00:00,1,,,,8,55.41,1013.9,17,NE,4,0,0
4/17/2010 19:00:00,1,,,,9,59.29,1014.9,17,cv,0,0,0
4/17/2010 20:00:00,1,,,,9,63.18,1015.9,16,NW,2,0,0
4/17/2010 21:00:00,1,,,,10,67.57,1018,16,cv,0,0,0
4/17/2010 22:00:00,1,,,,10,67.57,1019,16,NW,1,0,0
4/17/2010 23:00:00,1,,,,11,72.23,1020,16,cv,1,0,0
4/18/2010 00:00:00,1,,,,12,82.27,1020,15,SW,2,1.2,1.2
4/18/2010 01:00:00,1,,,,13,93.7,1019,14,cv,0,0,0
4/18/2010 02:00:00,1,,,,13,93.7,1019,14,SW,1,0,0
4/18/2010 03:00:00,1,,,,13,93.7,1018,14,SW,2,0,0
4/18/2010 04:00:00,1,,,,12,93.65,1016.9,13,SE,1,0,0
4/18/2010 05:00:00,1,,,,12,93.65,1015.9,13,SW,2,0,0
4/18/2010 06:00:00,1,,,,12,93.65,1015.9,13,SE,1,0,0
4/18/2010 07:00:00,1,,,,12,93.65,1015.9,13,SE,3,,
4/18/2010 08:00:00,1,,,,13,93.7,1015.9,14,SE,5,,
4/18/2010 09:00:00,1,,,,13,82.4,1015.9,16,SE,7,,
4/18/2010 10:00:00,1,,,,13,77.32,1015.9,17,NE,2,,
4/18/2010 11:00:00,1,,,,12,67.99,1014.9,18,cv,1,,
4/18/2010 12:00:00,1,,,,12,60.03,1013.9,20,SE,2,,
4/18/2010 13:00:00,1,,,,10,46.49,1013.9,22,SE,5,,
4/18/2010 14:00:00,1,,,,10,46.49,1012.9,22,SE,8,,
4/18/2010 15:00:00,1,,,,11,49.7,1010.8,22,SE,11,,
4/18/2010 16:00:00,1,,,,11,49.7,1010.2,22,SE,13,,
4/18/2010 17:00:00,1,,,,12,49.97,1009.1,23,SE,16,,
4/18/2010 18:00:00,1,,,,11,49.7,1009.1,22,SE,19,,
4/18/2010 19:00:00,1,,,,12,60.03,1009.1,20,SE,22,,
4/18/2010 20:00:00,1,,,,12,63.87,1010.2,19,SE,25,,
4/18/2010 21:00:00,1,,,,12,67.99,1010.8,18,SE,28,,
4/18/2010 22:00:00,1,,,,12,72.42,1010.8,17,SE,30,,
4/18/2010 23:00:00,1,,,,13,77.32,1011.9,17,cv,1,,
4/19/2010 00:00:00,1,,,,12,72.42,1011.9,17,cv,2,,
4/19/2010 01:00:00,1,,,,13,82.4,1011.9,16,cv,3,,
4/19/2010 02:00:00,1,,,,13,87.84,1010.8,15,cv,3,,
4/19/2010 03:00:00,1,,,,12,87.75,1010.8,14,cv,3,,
4/19/2010 04:00:00,1,,,,13,93.7,1010.2,14,cv,3,,
4/19/2010 05:00:00,1,,,,12,93.65,1010.2,13,cv,3,,
4/19/2010 06:00:00,1,,,,11,93.6,1010.2,12,cv,3,,
4/19/2010 07:00:00,1,,,,13,100,1010.2,13,SE,1,0,0
4/19/2010 08:00:00,1,,,,14,93.75,1010.2,15,SW,1,0,0
4/19/2010 09:00:00,1,,,,14,87.93,1010.2,16,SW,2,0,0
4/19/2010 10:00:00,1,,,,13,72.6,1010.8,18,cv,1,0,0
4/19/2010 11:00:00,1,,,,13,72.6,1010.2,18,cv,2,0,0
4/19/2010 12:00:00,1,,,,14,77.48,1010.2,18,cv,3,0,0
4/19/2010 13:00:00,1,,,,13,68.2,1009.1,19,cv,4,0,0
4/19/2010 14:00:00,1,,,,13,68.2,1008.1,19,SW,1,0,0
4/19/2010 15:00:00,1,,,,14,72.78,1008.1,19,SW,3,0,0
4/19/2010 16:00:00,1,,,,13,68.2,1007.1,19,cv,1,0,0
4/19/2010 17:00:00,1,,,,13,68.2,1006.1,19,cv,2,0,0
4/19/2010 18:00:00,1,,,,13,68.2,1006.1,19,NE,3,0,0
4/19/2010 19:00:00,1,,,,13,68.2,1006.1,19,NE,4,0,0
4/19/2010 20:00:00,1,,,,12,67.99,1007.1,18,NW,2,0,0
4/19/2010 21:00:00,1,,,,14,82.52,1008.1,17,cv,1,0,0
4/19/2010 22:00:00,1,,,,14,82.52,1009.1,17,NW,2,0,0
4/19/2010 23:00:00,1,,,,13,77.32,1009.1,17,cv,1,0,0
4/20/2010 00:00:00,1,,,,12,72.42,1009.1,17,NW,2,0,0
4/20/2010 01:00:00,1,,,,12,72.42,1008.1,17,cv,1,0,0
4/20/2010 02:00:00,1,,,,12,72.42,1007.1,17,SW,2,0,0
4/20/2010 03:00:00,1,,,,12,72.42,1007.1,17,SW,4,0,0
4/20/2010 04:00:00,1,,,,14,87.93,1006.1,16,cv,0,0,0
4/20/2010 05:00:00,1,,,,14,93.75,1006.1,15,SW,2,0,0
4/20/2010 06:00:00,1,,,,14,93.75,1005.1,15,SW,3,0,0
4/20/2010 07:00:00,1,,,,14,87.93,1005.1,16,SW,4,0,0
4/20/2010 08:00:00,1,,,,14,87.93,1006.1,16,cv,0,0,0
4/20/2010 09:00:00,1,,,,14,82.52,1006.1,17,cv,1,0,0
4/20/2010 10:00:00,1,,,,15,88.02,1006.1,17,NE,2,0,0
4/20/2010 11:00:00,1,,,,15,82.65,1006.1,18,SW,2,0,0
4/20/2010 12:00:00,1,,,,14,72.78,1005.1,19,cv,0,0,0
4/20/2010 13:00:00,1,,,,12,60.03,1005.1,20,cv,1,0,0
